Pd_bus1,Qd_bus1,Pd_bus2,Qd_bus2,Pd_bus3,Qd_bus3,Pd_bus4,Qd_bus4,Pd_bus5,Qd_bus5,Pd_bus6,Qd_bus6,Pd_bus7,Qd_bus7,Pd_bus8,Qd_bus8,Pd_bus9,Qd_bus9,Pd_bus10,Qd_bus10,Pd_bus11,Qd_bus11,Pd_bus12,Qd_bus12,Pd_bus13,Qd_bus13,Pd_bus14,Qd_bus14,Pd_bus15,Qd_bus15,Pd_bus16,Qd_bus16,Pd_bus17,Qd_bus17,Pd_bus18,Qd_bus18,Pd_bus19,Qd_bus19,Pd_bus20,Qd_bus20,Pd_bus21,Qd_bus21,Pd_bus22,Qd_bus22,Pd_bus23,Qd_bus23,Pd_bus24,Qd_bus24,Pd_bus25,Qd_bus25,Pg_bus1,Qg_bus1,Pg_bus2,Qg_bus2,Pg_bus3,Qg_bus3,Pg_bus4,Qg_bus4,Pg_bus5,Qg_bus5,Pg_bus6,Qg_bus6,Pg_bus7,Qg_bus7,Pg_bus8,Qg_bus8,Pg_bus9,Qg_bus9,Pg_bus10,Qg_bus10,Pg_bus11,Qg_bus11,Pg_bus12,Qg_bus12,Pg_bus13,Qg_bus13,Pg_bus14,Qg_bus14,Pg_bus15,Qg_bus15,Pg_bus16,Qg_bus16,Pg_bus17,Qg_bus17,Pg_bus18,Qg_bus18,Pg_bus19,Qg_bus19,Pg_bus20,Qg_bus20,Pg_bus21,Qg_bus21,Pg_bus22,Qg_bus22,Pg_bus23,Qg_bus23,Pg_bus24,Qg_bus24,Pg_bus25,Qg_bus25,Objective
0,0,10.4336160788148,10.4336160788148,10.4879932317363,10.4879932317363,10.1686951261896,10.1686951261896,9.50195295169252,9.50195295169252,9.73839298415678,9.73839298415678,9.3512762614163,9.3512762614163,10.458694294573,10.458694294573,10.0883008143088,10.0883008143088,10.3775899678387,10.3775899678387,9.70425002011403,9.70425002011403,10.9221948185002,10.9221948185002,10.90846112459,10.90846112459,9.93808332486038,9.93808332486038,9.44469932246968,9.44469932246968,9.65954705986638,9.65954705986637,10.0070846631988,10.0070846631988,9.97022469477047,9.97022469477047,9.66949449276983,9.66949449276983,10.1529754575345,10.1529754575345,9.79547107710474,9.79547107710474,9.35907258855759,9.35907258855759,9.85754858526846,9.85754858526846,9.96760657205439,9.96760657205439,10.5001915944195,10.5001915944195,65.0826116867349,10.4852004060479,0,0,0,0,0,0,0,0,42.3068763311857,36.1213157539292,0,0,0,0,0,0,0,0,49.9999966656822,42.6561604873056,0,0,0,0,0,0,0,0,38.8922645165707,39.5969349200708,0,0,0,0,0,0,0,0,51.0489903787113,57.9193419184758,0,0,0,0,0,0,0,0,832.576802980049
0,0,10.0459000076259,10.0459000076259,10.1369023959689,10.1369023959688,8.93326622029102,8.93326622029102,10.2019886402747,10.2019886402747,9.52075029532567,9.52075029532567,9.83684157406681,9.83684157406681,11.2393478148021,11.2393478148021,10.7695380260363,10.7695380260363,10.4135054479525,10.4135054479525,9.92020638705617,9.92020638705617,9.57113912545854,9.57113912545854,10.1991769832063,10.1991769832063,9.88759557872817,9.88759557872817,9.34266617813853,9.34266617813853,9.98910156702726,9.98910156702725,9.55996982950277,9.55996982950277,10.5543202364286,10.5543202364286,9.76793086953268,9.76793086953267,10.3322845956906,10.3322845956906,9.73493094089092,9.73493094089092,10.0204546649353,10.0204546649353,10.0775269545686,10.0775269545686,9.83945750921882,9.83945750921882,11.072907335552,11.072907335552,65.0253947922089,9.27616072764762,0,0,0,0,0,0,0,0,42.4887681783271,37.1744680495392,0,0,0,0,0,0,0,0,49.9999957472174,41.737898459551,0,0,0,0,0,0,0,0,39.1076301288628,39.7557888947799,0,0,0,0,0,0,0,0,51.4905484048531,60.1593735772016,0,0,0,0,0,0,0,0,837.215432303941
0,0,10.5981357921805,10.5981357921805,11.0487731913277,11.0487731913277,10.1938575076777,10.1938575076777,10.5226591007472,10.5226591007472,9.3140868283427,9.31408682834269,9.52079642218475,9.52079642218475,8.66553002017968,8.66553002017968,9.59865740905054,9.59865740905054,9.77449202668864,9.77449202668864,9.63170922801935,9.63170922801935,10.5573519777563,10.5573519777563,9.57332498486489,9.57332498486489,9.62062407073979,9.62062407073979,10.0489890004959,10.0489890004959,9.57518853213921,9.5751885321392,10.2803513233263,10.2803513233263,9.8262511055058,9.8262511055058,10.6854288492102,10.6854288492102,10.3705113412117,10.3705113412117,9.64355981955859,9.64355981955859,10.4023616423897,10.4023616423897,10.4888128535299,10.4888128535299,10.4697838940082,10.4697838940082,8.86854201596206,8.86854201596206,64.7664031911769,11.7757242298025,0,0,0,0,0,0,0,0,41.7086040937194,34.7411501191646,0,0,0,0,0,0,0,0,49.9999964608494,39.3847749525364,0,0,0,0,0,0,0,0,38.6817635616434,40.4683016285946,0,0,0,0,0,0,0,0,50.9370441804234,59.127412315,0,0,0,0,0,0,0,0,826.15789555801
0,0,9.00526372907281,9.00526372907281,10.8390914285986,10.8390914285986,10.1793472413037,10.1793472413037,9.87333303901599,9.87333303901599,9.42656600680839,9.42656600680839,9.64955875437435,9.64955875437435,9.67727829862174,9.67727829862174,10.3909382310694,10.3909382310694,10.1578318598219,10.1578318598219,10.637208723286,10.637208723286,9.96274520203692,9.96274520203691,8.84819306400101,8.84819306400101,10.4927848643696,10.4927848643696,10.5117888415871,10.5117888415871,10.0657843895266,10.0657843895266,10.3010277546662,10.3010277546662,9.99659284137518,9.99659284137517,10.0440228352588,10.0440228352588,9.9425132873263,9.9425132873263,9.31920743600854,9.31920743600854,9.60661445658139,9.60661445658139,8.83157976255109,8.83157976255109,10.2039108512986,10.2039108512986,9.69319092919631,9.69319092919631,64.1320484844649,9.66467434679751,0,0,0,0,0,0,0,0,41.4260452054236,35.8297876143396,0,0,0,0,0,0,0,0,49.9999973110655,41.892333331739,0,0,0,0,0,0,0,0,38.4341626490629,40.4752632138069,0,0,0,0,0,0,0,0,50.3208436326219,55.5207734234374,0,0,0,0,0,0,0,0,816.641971699288
0,0,10.3520541097005,10.3520541097005,9.56766410168327,9.56766410168327,9.85565272969036,9.85565272969036,10.2563833888976,10.2563833888976,9.25122690330349,9.25122690330349,9.27360643781439,9.27360643781439,9.5999322966518,9.5999322966518,9.17789552239299,9.17789552239299,10.7568850654729,10.7568850654729,10.3645277143955,10.3645277143955,10.1044037877783,10.1044037877783,10.5428072460798,10.5428072460798,10.3143128859131,10.3143128859131,9.5629501084033,9.5629501084033,10.958913802618,10.958913802618,10.048741019929,10.048741019929,10.2534881656417,10.2534881656417,10.5123784393919,10.5123784393919,9.53605051979364,9.53605051979363,9.5553949123198,9.5553949123198,9.50838575561249,9.50838575561248,9.98431054347672,9.98431054347671,10.4343798025383,10.4343798025383,9.54259429714675,9.54259429714675,64.5372012901201,9.83355786171629,0,0,0,0,0,0,0,0,41.826628035566,34.5401712558852,0,0,0,0,0,0,0,0,49.9999966235547,42.4905705600595,0,0,0,0,0,0,0,0,38.8855576525842,41.6235663726701,0,0,0,0,0,0,0,0,51.0089714441882,57.4326356031344,0,0,0,0,0,0,0,0,827.33765180575
0,0,9.8748737161614,9.87487371616139,9.47121778237666,9.47121778237666,9.56934196291152,9.56934196291151,9.8232227792777,9.8232227792777,10.4147536425553,10.4147536425553,9.8156281852695,9.8156281852695,10.0307904342407,10.0307904342407,10.2790178195923,10.2790178195923,9.91180985105432,9.91180985105432,10.524120667164,10.524120667164,10.5068915474943,10.5068915474943,9.52561512134919,9.52561512134918,9.99464801416056,9.99464801416055,9.82425077366238,9.82425077366237,9.1585632393872,9.15856323938719,9.4753349420793,9.4753349420793,10.3448963823489,10.3448963823489,10.003717740724,10.003717740724,9.77151281427421,9.77151281427421,9.71817595013043,9.71817595013042,10.7283600754875,10.7283600754875,9.51085022354663,9.51085022354662,9.43538999131552,9.43538999131551,9.98472876053941,9.98472876053941,64.0627067987692,8.85974605393353,0,0,0,0,0,0,0,0,41.4736856517631,36.7547246906197,0,0,0,0,0,0,0,0,49.9999967637287,41.8295859937323,0,0,0,0,0,0,0,0,38.4165068865289,38.7200228149246,0,0,0,0,0,0,0,0,50.4684874192083,57.411402070411,0,0,0,0,0,0,0,0,817.356387822158
0,0,9.56081122363863,9.56081122363863,10.1206088100548,10.1206088100548,10.3437380031501,10.3437380031501,9.71635617433515,9.71635617433515,10.4944752641942,10.4944752641942,9.80324669334106,9.80324669334106,10.426630073501,10.426630073501,10.1826217159787,10.1826217159787,10.0791248858423,10.0791248858423,9.11673937800117,9.11673937800117,10.2990412308888,10.2990412308888,9.72118145965069,9.72118145965069,9.40088527622604,9.40088527622604,8.92633405085781,8.92633405085781,10.1126070782668,10.1126070782668,10.1851719898219,10.1851719898219,9.05970697787446,9.05970697787445,10.0264705165739,10.0264705165739,9.64991502762185,9.64991502762185,10.1087426503156,10.1087426503156,9.11014590309908,9.11014590309907,10.2598565871728,10.2598565871728,9.82224357092833,9.82224357092833,10.9922981299146,10.9922981299146,64.1262693676614,9.62080642937856,0,0,0,0,0,0,0,0,41.4135795384661,37.5468661471214,0,0,0,0,0,0,0,0,49.9999733621941,39.204223696571,0,0,0,0,0,0,0,0,38.3125487995336,38.4398131478345,0,0,0,0,0,0,0,0,50.4122864970374,58.5981206295567,0,0,0,0,0,0,0,0,816.399345842742
0,0,9.68242951626354,9.68242951626354,9.60602642988095,9.60602642988095,10.6840589482423,10.6840589482423,10.7211576019001,10.7211576019001,9.74383047505107,9.74383047505107,10.1511943175179,10.1511943175179,11.02290678976,11.02290678976,10.0866316142219,10.0866316142219,10.0331581636709,10.0331581636709,8.99044676317583,8.99044676317583,8.78801455455252,8.78801455455252,10.6508802014929,10.6508802014929,10.9716828695212,10.9716828695212,10.1302737421399,10.1302737421399,9.81414678327693,9.81414678327692,9.71054912368595,9.71054912368595,10.5191836321324,10.5191836321324,10.9284422444538,10.9284422444538,10.5319897776918,10.5319897776918,10.6882722802725,10.6882722802725,10.3282192598751,10.3282192598751,8.87471032385445,8.87471032385445,9.28129148713569,9.28129148713569,10.7389246622116,10.7389246622116,65.5617056976514,9.97032450360278,0,0,0,0,0,0,0,0,43.0168978928221,38.0788530685524,0,0,0,0,0,0,0,0,49.999996723636,40.702523239872,0,0,0,0,0,0,0,0,39.4102846563357,41.8190633388963,0,0,0,0,0,0,0,0,51.8352931554306,59.4357784590633,0,0,0,0,0,0,0,0,846.315793474818
0,0,9.35183042072079,9.35183042072079,8.91094711958797,8.91094711958797,10.5041619567858,10.5041619567858,9.42500784480504,9.42500784480504,9.59155631084243,9.59155631084243,10.0738340235075,10.0738340235075,10.2778430697365,10.2778430697365,10.5552896585615,10.5552896585615,9.73706254961519,9.73706254961518,10.0866516890109,10.0866516890109,9.59836742988611,9.5983674298861,9.83350073506363,9.83350073506363,10.3221960644639,10.3221960644639,10.3017248274849,10.3017248274849,10.685348512719,10.685348512719,10.1897922205701,10.1897922205701,10.1100254574605,10.1100254574605,9.36786602571222,9.36786602571222,9.76400054121396,9.76400054121396,9.74089102880129,9.74089102880128,9.56410476721369,9.56410476721369,11.4889848396736,11.4889848396736,9.83803793740621,9.83803793740621,10.9919072759822,10.9919072759822,64.5932075262492,8.25344682947343,0,0,0,0,0,0,0,0,42.2206807017588,36.3563649257306,0,0,0,0,0,0,0,0,49.999996267077,41.2895120543954,0,0,0,0,0,0,0,0,39.2204146227259,41.5401703184811,0,0,0,0,0,0,0,0,51.6481024227774,60.7099420212833,0,0,0,0,0,0,0,0,835.493639173969
0,0,10.3773579996076,10.3773579996076,10.0047651621413,10.0047651621413,10.1425808084081,10.1425808084081,9.98229508883177,9.98229508883177,9.67747672572949,9.67747672572949,10.3415402078065,10.3415402078065,9.63458473241083,9.63458473241083,9.01365475154559,9.01365475154558,10.0825320009106,10.0825320009106,8.82011304815599,8.82011304815598,10.6554510468473,10.6554510468473,10.5240975200627,10.5240975200627,11.0133997434256,11.0133997434256,9.73697865838323,9.73697865838323,8.63219342541694,8.63219342541694,10.5335939125136,10.5335939125136,9.88282500903372,9.88282500903372,10.7778343909077,10.7778343909077,11.459424342951,11.459424342951,10.2427885693075,10.2427885693074,9.7524821784966,9.7524821784966,9.88753881336004,9.88753881336004,10.3978059861963,10.3978059861963,9.722628082494,9.722628082494,65.1339680044732,10.2465015590488,0,0,0,0,0,0,0,0,42.425639486387,35.9354257055151,0,0,0,0,0,0,0,0,49.9999963925244,40.6901525949687,0,0,0,0,0,0,0,0,39.2130176879259,41.3213359209705,0,0,0,0,0,0,0,0,51.6866277529852,60.4308806416887,0,0,0,0,0,0,0,0,839.220706874613
