Pd_bus1,Qd_bus1,Pd_bus2,Qd_bus2,Pd_bus3,Qd_bus3,Pd_bus4,Qd_bus4,Pd_bus5,Qd_bus5,Pd_bus6,Qd_bus6,Pd_bus7,Qd_bus7,Pd_bus8,Qd_bus8,Pd_bus9,Qd_bus9,Pd_bus10,Qd_bus10,Pd_bus11,Qd_bus11,Pd_bus12,Qd_bus12,Pd_bus13,Qd_bus13,Pd_bus14,Qd_bus14,Pd_bus15,Qd_bus15,Pg_bus1,Qg_bus1,Pg_bus2,Qg_bus2,Pg_bus3,Qg_bus3,Pg_bus4,Qg_bus4,Pg_bus5,Qg_bus5,Pg_bus6,Qg_bus6,Pg_bus7,Qg_bus7,Pg_bus8,Qg_bus8,Pg_bus9,Qg_bus9,Pg_bus10,Qg_bus10,Pg_bus11,Qg_bus11,Pg_bus12,Qg_bus12,Pg_bus13,Qg_bus13,Pg_bus14,Qg_bus14,Pg_bus15,Qg_bus15,Objective
0,0,10.096723215763,10.096723215763,10.1075986463473,10.1075986463473,10.0437390252379,10.0437390252379,9.9103905903385,9.9103905903385,9.95767859683136,9.95767859683135,9.88025525228326,9.88025525228326,10.1017388589146,10.1017388589146,10.0276601628618,10.0276601628618,10.0855179935677,10.0855179935677,9.95085000402281,9.9508500040228,10.1944389637001,10.1944389637,10.191692224918,10.191692224918,9.99761666497207,9.99761666497207,9.89893986449393,9.89893986449393,58.8123876542411,10.6658264495187,0,0,0,0,0,0,0,0,35.2293108193671,39.3374218126752,0,0,0,0,0,0,0,0,49.99996262638,58.6614217837206,0,0,0,0,0,0,0,0,454.768124310982
0,0,10.0114169326398,10.0114169326398,10.0040449389541,10.0040449389541,9.94389889855397,9.94389889855396,10.0405950915069,10.0405950915069,9.96909421542095,9.96909421542095,9.88181451771152,9.88181451771152,9.98150971705369,9.98150971705369,10.0035213144109,10.0035213144109,10.1100383188839,10.1100383188839,9.92986707016888,9.92986707016888,10.0191800015252,10.0191800015252,10.0373804791938,10.0373804791938,9.7966532440582,9.7966532440582,10.0503977280549,10.0503977280549,58.4551380254966,10.5588286105587,0,0,0,0,0,0,0,0,34.8607666532314,39.1888986484881,0,0,0,0,0,0,0,0,49.999961670663,58.0509956654589,0,0,0,0,0,0,0,0,451.464331380907
0,0,9.97736831481336,9.97736831481336,10.2578695629604,10.2578695629604,10.1639076052073,10.1639076052073,10.0927010895905,10.0927010895905,9.99404127741123,9.99404127741123,9.92422782509171,9.92422782509171,10.0498353966413,10.0498353966413,9.98751911574563,9.98751911574563,9.8785332356277,9.8785332356277,10.0078203134055,10.0078203134054,9.92199396590055,9.92199396590055,10.1208640472857,10.1208640472857,9.96358617390653,9.96358617390653,10.0764569191381,10.0764569191381,58.8035331825492,10.8797545258405,0,0,0,0,0,0,0,0,35.1884439779034,39.4213898329933,0,0,0,0,0,0,0,0,49.9999616858938,58.2621149981653,0,0,0,0,0,0,0,0,454.535039234137
0,0,10.0140909329871,10.0140909329871,10.0255053909137,10.0255053909137,9.97789150184376,9.97789150184376,10.2245814671104,10.2245814671104,10.0900406557251,10.0900406557251,10.1296271584361,10.1296271584361,10.2197546382655,10.2197546382655,10.0487715015355,10.0487715015355,10.1145318201494,10.1145318201494,9.87281736566854,9.87281736566854,9.91415928443695,9.91415928443695,9.74310600403594,9.74310600403593,9.92973148181011,9.92973148181011,9.96489840533773,9.96489840533773,58.6974028891492,10.7089368487564,0,0,0,0,0,0,0,0,35.1090529737119,39.9043947674601,0,0,0,0,0,0,0,0,49.9999628911261,57.6879578752304,0,0,0,0,0,0,0,0,453.695676954794
0,0,10.1214703955513,10.1214703955513,9.92466499697298,9.92466499697298,9.93412481414796,9.93412481414796,10.0197978000992,10.0197978000992,9.92503770642784,9.92503770642784,10.0660702646653,10.0660702646653,9.97525022110116,9.97525022110116,10.147085769842,10.147085769842,10.0841022682423,10.0841022682423,9.93871196391172,9.93871196391172,10.0904723284779,10.0904723284779,10.107762570706,10.107762570706,10.1039567788016,10.1039567788016,9.78370840319241,9.78370840319241,58.6852033887557,10.5367320684641,0,0,0,0,0,0,0,0,35.1144232989867,39.4134984416568,0,0,0,0,0,0,0,0,49.9999627135367,58.4284853373544,0,0,0,0,0,0,0,0,453.668176197977
0,0,9.81105274581456,9.81105274581456,10.1778182857197,10.1778182857197,10.0458694482607,10.0458694482607,9.9846666078032,9.9846666078032,9.89531320136168,9.89531320136168,9.93991175087487,9.93991175087487,9.94545565972435,9.94545565972435,10.0881876462139,10.0881876462139,10.0415663719644,10.0415663719644,10.1374417446572,10.1374417446572,10.0025490404074,10.0025490404074,9.7796386128002,9.7796386128002,10.1085569728739,10.1085569728739,10.1123577683174,10.1123577683174,58.6099051078484,10.5115804994279,0,0,0,0,0,0,0,0,35.0419015550734,39.2467658057386,0,0,0,0,0,0,0,0,49.9999617366728,58.4784035162206,0,0,0,0,0,0,0,0,452.996172109204
0,0,10.0702055509332,10.0702055509332,10.009318568275,10.009318568275,10.0188045670518,10.0188045670518,9.99850265746526,9.99850265746526,9.87384148720171,9.87384148720171,9.93132289131628,9.93132289131628,9.77631595251022,9.77631595251022,10.0507821702597,10.0507821702597,9.94863818583926,9.94863818583926,10.0132760004405,10.0132760004405,10.0804108219401,10.0804108219401,9.92353282033665,9.92353282033665,9.98113054593807,9.98113054593807,10.0612766777795,10.0612766777795,58.4450889588969,10.642995995521,0,0,0,0,0,0,0,0,34.8311407038439,38.9485826400407,0,0,0,0,0,0,0,0,49.9999610683148,58.1682826443817,0,0,0,0,0,0,0,0,451.280241304995
0,0,9.86472128756288,9.86472128756288,9.92998645933036,9.92998645933036,9.8455791044786,9.8455791044786,10.1613770130946,10.1613770130946,10.0829055428791,10.0829055428791,10.0308807575557,10.0308807575557,10.118561449216,10.118561449216,10.0728625771826,10.0728625771826,9.92259002168066,9.92259002168066,10.2017827605236,10.2017827605236,10.0197482039858,10.0197482039858,10.0606976331283,10.0606976331283,10.1124756878784,10.1124756878784,9.91721010395873,9.91721010395873,58.7315937207059,10.2844011617336,0,0,0,0,0,0,0,0,35.2189652655857,39.6613650233327,0,0,0,0,0,0,0,0,49.9999627029197,58.6556087418645,0,0,0,0,0,0,0,0,454.367342577357
0,0,9.9116771511225,9.9116771511225,10.0068621086953,10.0068621086953,10.0968759605077,10.0968759605077,9.91851885942935,9.91851885942935,10.0134324163309,10.0134324163309,9.98497474323228,9.98497474323228,9.90424355647533,9.90424355647533,9.9238683925823,9.9238683925823,9.97464455585554,9.97464455585554,10.0929507285111,10.0929507285111,9.9731256370539,9.9731256370539,10.0161580868481,10.0161580868481,10.0658035639185,10.0658035639185,9.99236197021086,9.99236197021086,58.5052316216663,10.4850052015835,0,0,0,0,0,0,0,0,34.9297767211129,39.1980823599893,0,0,0,0,0,0,0,0,49.9999614287541,58.2836403807908,0,0,0,0,0,0,0,0,452.009133494103
0,0,10.1113783094989,10.1113783094989,9.91512302426984,9.91512302426984,10.0089296028321,10.0089296028321,9.97485015473248,9.97485015473247,9.84171264787744,9.84171264787744,9.90506698841586,9.90506698841586,10.0789792764698,10.0789792764698,10.0107435481448,10.0107435481448,9.96430256285484,9.96430256285484,9.95363519002609,9.95363519002608,10.1556720150975,10.1556720150975,9.91217004470933,9.91217004470932,9.8970779982631,9.8970779982631,10.0069457521079,10.0069457521079,58.4379154866061,10.5897685377403,0,0,0,0,0,0,0,0,34.8328844957351,39.0778735104766,0,0,0,0,0,0,0,0,49.9999616627663,58.0802314849903,0,0,0,0,0,0,0,0,451.25739566585
0,0,9.92216224472773,9.92216224472772,10.034121762011,10.034121762011,10.07874760063,10.07874760063,9.95327123486703,9.95327123486703,10.1088950528389,10.1088950528388,9.97064933866821,9.97064933866821,10.0953260147002,10.0953260147002,10.0465243431957,10.0465243431957,10.0258249771685,10.0258249771685,9.83334787560023,9.83334787560023,10.0698082461778,10.0698082461778,9.95423629193014,9.95423629193014,9.89017705524521,9.89017705524521,9.79526681017156,9.79526681017156,58.4418360026301,10.582156403875,0,0,0,0,0,0,0,0,34.8486435932785,39.5056717964094,0,0,0,0,0,0,0,0,49.9999626514173,57.637926444901,0,0,0,0,0,0,0,0,451.34913497953
0,0,10.0470343979644,10.0470343979644,9.82194139557489,9.82194139557489,10.0152941033148,10.0152941033148,9.93998300552437,9.93998300552437,10.0317485300631,10.0317485300631,9.83202918061981,9.83202918061981,10.0619713174346,10.0619713174346,9.97444871418567,9.97444871418566,10.2084596259829,10.2084596259829,9.87501152208493,9.87501152208492,9.94648590325271,9.94648590325271,9.93120528597619,9.93120528597619,10.1468117896485,10.1468117896485,10.15423152038,10.15423152038,58.5668304805419,10.381049716528,0,0,0,0,0,0,0,0,35.0108369915785,39.2180873656635,0,0,0,0,0,0,0,0,49.999960922253,58.5769317818419,0,0,0,0,0,0,0,0,452.661475485734
0,0,10.0402388635036,10.0402388635036,10.214581357952,10.214581357952,10.0273263228444,10.0273263228444,10.0166316327342,10.0166316327342,9.80808935263517,9.80808935263516,9.7676029109105,9.7676029109105,10.1401760402986,10.1401760402986,10.2043365739042,10.2043365739042,10.036054748428,10.036054748428,9.97282935665539,9.97282935665538,9.95210982473719,9.95210982473719,10.1138367264265,10.1138367264265,10.1956884488908,10.1956884488908,10.1163979555384,10.1163979555383,58.9119359643215,10.7159072107913,0,0,0,0,0,0,0,0,35.3299336581833,39.2230355018481,0,0,0,0,0,0,0,0,49.9999620018148,59.0111365649083,0,0,0,0,0,0,0,0,455.680969198147
0,0,10.075643851975,10.075643851975,9.78494206477089,9.78494206477089,9.86625829742714,9.86625829742714,10.1577849324423,10.1577849324423,10.0457831679317,10.0457831679317,9.88036608414416,9.88036608414416,9.79218942391759,9.79218942391759,10.1108323913572,10.1108323913572,9.89500156896101,9.89500156896101,9.92831126216849,9.92831126216849,10.0247668047015,10.0247668047015,10.0655686139473,10.0655686139473,10.1210579317123,10.1210579317123,9.95741250992304,9.95741250992304,58.4180097148309,10.4239651175431,0,0,0,0,0,0,0,0,34.8420737807033,39.0957371020032,0,0,0,0,0,0,0,0,49.9999608826963,58.2544368568285,0,0,0,0,0,0,0,0,451.214633675577
0,0,9.92967348597722,9.92967348597722,9.97670014701273,9.97670014701272,10.0744392128928,10.0744392128928,10.070344965497,10.070344965497,10.1470697025438,10.1470697025438,10.047958444114,10.047958444114,10.0320050914921,10.0320050914921,9.88357320514244,9.88357320514244,9.96280010824279,9.96280010824279,9.95817820576026,9.95817820576026,9.92282095344274,9.92282095344274,10.3077969679347,10.3077969679347,9.97760758748124,9.97760758748124,10.2083814551964,10.2083814551964,58.8338365054862,10.4775500657197,0,0,0,0,0,0,0,0,35.2934266681434,39.5693498746552,0,0,0,0,0,0,0,0,49.9999611957959,58.7639964462711,0,0,0,0,0,0,0,0,455.16687270929
0,0,10.0854715999215,10.0854715999215,10.0109530324283,10.0109530324283,10.0385161616816,10.0385161616816,10.0064590177664,10.0064590177664,9.9454953451459,9.9454953451459,10.0783080415613,10.0783080415613,9.93691694648217,9.93691694648217,9.81273095030912,9.81273095030912,10.0265064001821,10.0265064001821,9.7740226096312,9.77402260963119,10.1410902093695,10.1410902093695,10.1148195040125,10.1148195040125,10.2126799486851,10.2126799486851,9.95739573167665,9.95739573167664,58.6593037823441,10.6316501201522,0,0,0,0,0,0,0,0,35.0673736739115,39.1969493744682,0,0,0,0,0,0,0,0,49.9999610406473,58.4834350368885,0,0,0,0,0,0,0,0,453.331888042945
0,0,10.1167187825027,10.1167187825027,9.98656500180674,9.98656500180674,10.1655668781815,10.1655668781815,10.3018848685902,10.3018848685902,10.0585577138615,10.0585577138615,9.96049643569932,9.96049643569932,9.98750776267201,9.98750776267201,10.0895611972393,10.0895611972393,9.9545256164988,9.9545256164988,9.92270437769084,9.92270437769084,10.0254607289066,10.0254607289066,10.2104326014439,10.2104326014438,10.1150921474667,10.1150921474667,10.0194512492985,10.0194512492985,59.0626004134254,10.8486156354306,0,0,0,0,0,0,0,0,35.4799313988695,39.6716984757241,0,0,0,0,0,0,0,0,49.9999623100324,58.7144697731745,0,0,0,0,0,0,0,0,457.053316762229
0,0,10.0526449808326,10.0526449808326,10.1367854286064,10.1367854286064,9.93003112743808,9.93003112743808,10.0143370502851,10.0143370502851,10.1029840132265,10.1029840132265,10.1212778729991,10.1212778729991,10.0436577426316,10.0436577426316,10.0884233574962,10.0884233574962,9.96414905490103,9.96414905490103,9.96116097722928,9.96116097722928,10.096688859415,10.096688859415,10.0789033535651,10.0789033535651,10.1376790781254,10.1376790781254,10.0679083776825,10.0679083776825,58.9906191832671,10.5902189573741,0,0,0,0,0,0,0,0,35.4409893792768,39.7003500685667,0,0,0,0,0,0,0,0,49.9999622364533,58.8470759449193,0,0,0,0,0,0,0,0,456.553530569031
0,0,10.0105364453747,10.0105364453747,10.0688829166608,10.0688829166608,10.0302301289174,10.0302301289174,10.0649733387923,10.0649733387923,10.0445850711594,10.0445850711594,10.2005351831073,10.2005351831073,9.9942063437002,9.99420634370019,9.96816898101614,9.96816898101614,9.8935123396767,9.8935123396767,10.0391517996871,10.0391517996871,9.89437653781895,9.89437653781895,10.0038009343636,10.0038009343636,10.0375021643443,10.0375021643443,9.91299969233164,9.91299969233164,58.6520494619195,10.6755124022275,0,0,0,0,0,0,0,0,35.0595169514519,39.5793794586326,0,0,0,0,0,0,0,0,49.9999621249866,57.9686862472364,0,0,0,0,0,0,0,0,453.263018559071
0,0,9.9063774919028,9.9063774919028,9.96096726213735,9.96096726213735,10.0872407518754,10.0872407518754,9.96515519337223,9.96515519337223,9.91759321219182,9.91759321219182,10.0199441294056,10.0199441294056,10.0715674320967,10.0715674320967,9.84070871302703,9.84070871302703,10.0460801132868,10.0460801132868,9.8205203086413,9.8205203086413,9.92150280176932,9.92150280176932,10.0187023142591,10.0187023142591,10.02560028793,10.02560028793,10.0337422679481,10.0337422679481,58.3817674609623,10.4759791271282,0,0,0,0,0,0,0,0,34.7961627854888,39.1793282590147,0,0,0,0,0,0,0,0,49.9999608527869,58.0118026246074,0,0,0,0,0,0,0,0,450.839825315346
0,0,10.2981605788785,10.2981605788785,10.016341216264,10.016341216264,9.99055524983106,9.99055524983106,10.0907421964908,10.0907421964908,9.94486390869453,9.94486390869453,9.98538798315814,9.98538798315814,9.91696180992339,9.91696180992339,9.9178755808517,9.9178755808517,10.0748320186239,10.0748320186239,10.1050461754125,10.1050461754125,10.084256919536,10.084256919536,9.99876666970442,9.99876666970442,9.84079416295364,9.84079416295364,9.91097139690962,9.91097139690962,58.6713038749089,10.9076595844125,0,0,0,0,0,0,0,0,35.0322084987436,39.2551655108037,0,0,0,0,0,0,0,0,49.9999625770212,58.0111124158391,0,0,0,0,0,0,0,0,453.216931040771
0,0,10.0173747129706,10.0173747129706,10.0512910088902,10.0512910088902,10.0966966911514,10.0966966911514,9.93114410989951,9.93114410989951,10.152772218967,10.152772218967,10.0970840640686,10.0970840640686,10.0255216507116,10.0255216507116,10.0542449659027,10.0542449659027,10.0005993701412,10.0005993701412,9.92661630542687,9.92661630542687,9.9837873748515,9.98378737485149,10.0519931616093,10.0519931616093,9.88700963503526,9.88700963503526,9.95337937530935,9.95337937530934,58.6831653425995,10.6387789175669,0,0,0,0,0,0,0,0,35.0992681209355,39.6570848627801,0,0,0,0,0,0,0,0,49.9999623776908,58.0112170873856,0,0,0,0,0,0,0,0,453.587246828118
0,0,9.89875039618047,9.89875039618047,10.2337901105139,10.2337901105139,10.0484937265021,10.0484937265021,10.0078905746836,10.0078905746836,9.84400463866541,9.84400463866541,10.0063483409057,10.0063483409057,10.0032449298476,10.0032449298476,9.91361523380906,9.91361523380906,9.98599207605971,9.98599207605971,9.99813283366937,9.99813283366937,10.0746656964455,10.0746656964455,10.0759993339341,10.0759993339341,9.90830295170278,9.90830295170278,10.0005929039135,10.0005929039135,58.578973342931,10.6797555517993,0,0,0,0,0,0,0,0,34.9765281234137,39.1891374466718,0,0,0,0,0,0,0,0,49.9999618074045,58.2137622456385,0,0,0,0,0,0,0,0,452.551257729479
0,0,10.0109673032555,10.0109673032555,10.1248404648456,10.1248404648456,10.0698700851931,10.0698700851931,9.89225973961547,9.89225973961547,9.77287287031925,9.77287287031924,10.0886423294015,10.0886423294015,9.78454146567615,9.78454146567615,10.0406053057448,10.0406053057448,10.2007689483386,10.2007689483386,10.0382284430108,10.0382284430108,9.97271964929913,9.97271964929913,10.0339163910272,10.0339163910272,9.99172392515691,9.9917239251569,10.0302852682872,10.0302852682872,58.608999715292,10.6337165063197,0,0,0,0,0,0,0,0,35.0126635624887,39.0930764791081,0,0,0,0,0,0,0,0,49.9999618956014,58.4529216315166,0,0,0,0,0,0,0,0,452.853318948723
0,0,9.95935113101882,9.95935113101882,10.1773847949451,10.1773847949451,10.0919856065315,10.0919856065315,9.94019084897835,9.94019084897835,9.9215311392883,9.92153113928829,9.90401705372934,9.90401705372934,9.95894021260365,9.95894021260365,10.0561000237188,10.0561000237188,9.85370044602748,9.85370044602747,9.96145576723528,9.96145576723528,10.1395476163898,10.1395476163898,9.88925829389978,9.88925829389978,10.0803338429587,10.0803338429587,9.94331004967836,9.94331004967836,58.5165329921286,10.6966775283797,0,0,0,0,0,0,0,0,34.9028910520313,39.1224529260265,0,0,0,0,0,0,0,0,49.9999615239431,58.0947905450555,0,0,0,0,0,0,0,0,451.930592237305
0,0,10.060364652368,10.060364652368,10.0797821557831,10.0797821557831,10.05145788035,10.05145788035,10.0755570895819,10.0755570895819,10.1907898576273,10.1907898576273,9.9391777767097,9.9391777767097,9.91918127920305,9.91918127920305,10.0931911063686,10.0931911063686,10.1127247938051,10.1127247938051,10.2051333444812,10.2051333444812,9.99541492324896,9.99541492324896,9.98175332510476,9.98175332510476,10.1029344979014,10.1029344979014,9.93466068710075,9.93466068710075,58.9558516013431,10.6979945185883,0,0,0,0,0,0,0,0,35.3881557969239,39.6865845810153,0,0,0,0,0,0,0,0,49.9999630553267,58.5981598161504,0,0,0,0,0,0,0,0,456.149929315601
