Pd_bus1,Qd_bus1,Pd_bus2,Qd_bus2,Pd_bus3,Qd_bus3,Pd_bus4,Qd_bus4,Pd_bus5,Qd_bus5,Pd_bus6,Qd_bus6,Pd_bus7,Qd_bus7,Pd_bus8,Qd_bus8,Pd_bus9,Qd_bus9,Pd_bus10,Qd_bus10,Pd_bus11,Qd_bus11,Pd_bus12,Qd_bus12,Pd_bus13,Qd_bus13,Pd_bus14,Qd_bus14,Pd_bus15,Qd_bus15,Pd_bus16,Qd_bus16,Pd_bus17,Qd_bus17,Pd_bus18,Qd_bus18,Pd_bus19,Qd_bus19,Pd_bus20,Qd_bus20,Pd_bus21,Qd_bus21,Pd_bus22,Qd_bus22,Pd_bus23,Qd_bus23,Pd_bus24,Qd_bus24,Pd_bus25,Qd_bus25,Pd_bus26,Qd_bus26,Pd_bus27,Qd_bus27,Pd_bus28,Qd_bus28,Pd_bus29,Qd_bus29,Pd_bus30,Qd_bus30,Pg_bus1,Qg_bus1,Pg_bus2,Qg_bus2,Pg_bus3,Qg_bus3,Pg_bus4,Qg_bus4,Pg_bus5,Qg_bus5,Pg_bus6,Qg_bus6,Pg_bus7,Qg_bus7,Pg_bus8,Qg_bus8,Pg_bus9,Qg_bus9,Pg_bus10,Qg_bus10,Pg_bus11,Qg_bus11,Pg_bus12,Qg_bus12,Pg_bus13,Qg_bus13,Pg_bus14,Qg_bus14,Pg_bus15,Qg_bus15,Pg_bus16,Qg_bus16,Pg_bus17,Qg_bus17,Pg_bus18,Qg_bus18,Pg_bus19,Qg_bus19,Pg_bus20,Qg_bus20,Pg_bus21,Qg_bus21,Pg_bus22,Qg_bus22,Pg_bus23,Qg_bus23,Pg_bus24,Qg_bus24,Pg_bus25,Qg_bus25,Pg_bus26,Qg_bus26,Pg_bus27,Qg_bus27,Pg_bus28,Qg_bus28,Pg_bus29,Qg_bus29,Pg_bus30,Qg_bus30,Vr_bus1,Vi_bus1,Vr_bus2,Vi_bus2,Vr_bus3,Vi_bus3,Vr_bus4,Vi_bus4,Vr_bus5,Vi_bus5,Vr_bus6,Vi_bus6,Vr_bus7,Vi_bus7,Vr_bus8,Vi_bus8,Vr_bus9,Vi_bus9,Vr_bus10,Vi_bus10,Vr_bus11,Vi_bus11,Vr_bus12,Vi_bus12,Vr_bus13,Vi_bus13,Vr_bus14,Vi_bus14,Vr_bus15,Vi_bus15,Vr_bus16,Vi_bus16,Vr_bus17,Vi_bus17,Vr_bus18,Vi_bus18,Vr_bus19,Vi_bus19,Vr_bus20,Vi_bus20,Vr_bus21,Vi_bus21,Vr_bus22,Vi_bus22,Vr_bus23,Vi_bus23,Vr_bus24,Vi_bus24,Vr_bus25,Vi_bus25,Vr_bus26,Vi_bus26,Vr_bus27,Vi_bus27,Vr_bus28,Vi_bus28,Vr_bus29,Vi_bus29,Vr_bus30,Vi_bus30,Objective
0,0,21.8881893782056,12.810138484019,2.42342367512334,1.21171183756167,7.62564165918082,1.60539824403807,0,0,0,0,22.5041819752058,10.7585782249888,30.2752165767438,30.2752165767438,0,0,5.84380043626929,2.01510359871355,0,0,11.4065716393441,7.63832922277504,0,0,6.19232233228269,1.59801866639553,8.10893068888503,2.47223496612348,3.47616829419065,1.78774369415519,9.00127523937579,5.80082182093106,3.19809438046531,0.899464044505868,9.43720395362627,3.37752562550835,2.20673092013152,0.702141656405483,17.4284148769867,11.1541855212715,0,0,3.19088310945718,1.59544155472859,8.69436354353746,6.69565928065529,0,0,3.47195347455911,2.28156942613884,0,0,0,0,2.34879677857397,0.880798791965238,10.6428215917382,1.90767556833044,40.3406971975545,-7.75905446905237,53.9921448348081,-4.81800414322911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4036202740977,44.699671822287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.6605797444991,31.5261898396701,17.6164707421052,11.3480322019295,0,0,0,0,0,0,41.3365871647768,32.7918168978739,0,0,0,0,0,0,0.96926175045432,0,0.965673369260748,-0.0128275456337403,0.96761594032058,-0.0413859505846629,0.967782296873523,-0.0491186077913705,0.960120317231078,-0.0419488964428981,0.963352020409391,-0.0550704977568735,0.952005315495794,-0.0586879009957434,0.951608981792481,-0.0620752619021227,0.984185657603593,-0.0701521935911976,0.995098515180396,-0.0780521295169993,0.984185657603593,-0.0701521935911976,1.02173703438225,-0.0809826951927617,1.08068517883922,-0.0631784199174973,1.01042239996042,-0.0893037469012524,1.01352190045359,-0.0854287336266235,1.00293271368538,-0.0842667905573622,0.991884089953281,-0.0831735967816854,0.99339797589193,-0.0944744300470908,0.98527804450187,-0.0967870187783275,0.986769398606775,-0.0930264061228275,1.00446547199709,-0.0786934309398304,1.01131552447108,-0.0770056033910192,1.0346298635874,-0.0683645503728245,1.01751598438724,-0.0674905857613527,1.04439392488589,-0.0341484175641364,1.02724190248665,-0.0407587444160121,1.068839369353,-0.00842477727897072,0.973949927626311,-0.0550740148837143,1.04959881688243,-0.0290152561502186,1.0381009442139,-0.0432115075397348,578.625007971374
0,0,21.629189243145,12.658557759813,2.4594886951105,1.22974434755525,7.71696977995751,1.62462521683316,0,0,0,0,22.6044394412091,10.80650832935,30.1195061899238,30.1195061899238,0,0,5.72374927666407,1.97370664712554,0,0,11.1014332418086,7.43399547442542,0,0,6.17122342782205,1.59257378782505,8.25449467369326,2.51661422978453,3.48144516586236,1.79045751387207,9.00368183968835,5.80237274113249,3.20496172509239,0.901395485182235,9.46949692675158,3.38908311062688,2.24720792276429,0.715020702697728,17.640071147519,11.2896455344122,0,0,3.26712148424497,1.63356074212249,8.73373120633592,6.72597690602881,0,0,3.45198607798399,2.26844799410376,0,0,0,0,2.38073555563443,0.892775833362909,10.552192309658,1.89143069701417,41.1632142828718,-6.77606757020612,54.9591645911848,-1.8411480907967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2183132651635,41.7790096671025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.7060333066173,33.3655095023209,16.6117637102047,7.76747538753714,0,0,0,0,0,0,40.4715932472851,32.1726377584211,0,0,0,0,0,0,0.976145536283145,0,0.972524873737227,-0.0129683551076217,0.972243808056625,-0.041445972261116,0.971942881401809,-0.0491879922724586,0.965653309712335,-0.0422467513785166,0.967467615815274,-0.0553409873206296,0.956690427258866,-0.0589543036862319,0.955773307640578,-0.062313845824943,0.986458007306167,-0.0715351379397567,0.996405355229885,-0.0800177882642785,0.986458007306167,-0.0715351379397567,1.01935405635222,-0.0815637777536797,1.07483003190432,-0.0637281608883081,1.00738646713294,-0.0899814816083694,1.00982087943095,-0.085954140146879,1.00210755869045,-0.0854690408753517,0.992557493065388,-0.0849219029327222,0.991359178900607,-0.0956154074945708,0.984235961803773,-0.0982469842422732,0.986294996590811,-0.0946284055176912,1.00567055209574,-0.0810305532842246,1.01253318429313,-0.0794371640857652,1.02722346324034,-0.0681242457928575,1.01551652040855,-0.0688977683455229,1.04359242289652,-0.0366960801831726,1.02651267993991,-0.0432308799229594,1.06877781960707,-0.0116950602839046,0.977550869681199,-0.0555261200026791,1.04950702195961,-0.0321677060980068,1.03812856679156,-0.046159484751654,577.338892191508
0,0,21.9418907583462,12.8415674023501,2.37951959927351,1.18975979963676,7.54233485875245,1.58785997026367,0,0,0,0,22.9278402034368,10.9611165884851,29.8957506633035,29.8957506633035,0,0,5.84297931558056,2.01482045364847,0,0,11.2901290078953,7.56035424635846,0,0,6.25825320285702,1.61503308460826,8.01444089061778,2.4434271007981,3.48202101110936,1.79075366285624,8.82094747123311,5.68461059257245,3.25370185143031,0.915103645714776,9.53407597584771,3.41219561240865,2.1944266537167,0.698226662546224,17.2992981023829,11.0715507855251,0,0,3.17934581111179,1.5896729055559,8.76802325220608,6.7523857229633,0,0,3.54460461063002,2.32931160127116,0,0,0,0,2.42365367348974,0.908870127558652,10.7084992344165,1.91944797598031,41.7284283463953,-4.86424263944279,55.6156831656697,3.47818526963521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2609131846976,34.8722990073004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.7382109798274,33.1865798772172,16.2345202127611,6.87895426251046,0,0,0,0,0,0,39.5310500603154,30.8313447727183,0,0,0,0,0,0,0.987856566911355,0,0.984063806630711,-0.013053951654852,0.980545993802086,-0.0402600248272294,0.979489626309775,-0.0477950681955761,0.975114902320025,-0.0419285608668964,0.974875579891428,-0.0541917152493683,0.964875283609262,-0.0581814759336083,0.96326689241833,-0.0611085392935944,0.990565374173685,-0.0707018311607389,0.99878383784346,-0.0793499871238078,0.990565374173685,-0.0707018311607389,1.01608298496144,-0.0788695115721074,1.0630684679584,-0.0601116378447905,1.00448422883641,-0.0875398745788465,1.00745083646261,-0.0837409988873235,1.00132039533236,-0.0836647254047364,0.994124076426884,-0.0838806993589951,0.990585541202321,-0.0940967876192225,0.984454450227793,-0.0970447024891713,0.987078306494887,-0.0935381925338983,1.0077611953414,-0.0802669257331936,1.01445064609043,-0.0786803665554708,1.02481986734839,-0.0662917949388063,1.01559314873361,-0.0681684206941246,1.04362171188947,-0.037777855201745,1.02606884655008,-0.0444690813734374,1.0690599014345,-0.0137990618636738,0.984138222437995,-0.0544905088604569,1.04943126407861,-0.0345471514731949,1.0378553590456,-0.048712356661936,576.985798687921
0,0,21.8306460455251,12.7764610496852,2.39983645638601,1.199918228193,7.60669147095933,1.60140873072828,0,0,0,0,22.6206161922011,10.8142419515347,29.2989478575307,29.2989478575306,0,0,5.76441014778677,1.98772763716785,0,0,11.2788601205729,7.55280811645508,0,0,6.18210093848161,1.59538088735009,8.24204687577921,2.51281916944488,3.44758588323124,1.77304416851893,8.86924915880659,5.71573834678647,3.17439566698572,0.892798781339732,9.34380014925467,3.34409689552272,2.23330294288081,0.710596390916621,17.6275847000384,11.2816542080246,0,0,3.23473966374911,1.61736983187455,8.75469044214888,6.74211792671236,0,0,3.56712396618326,2.34411003492043,0,0,0,0,2.42459416509081,0.909222811909054,10.5016427101963,1.88236991975216,42.3618682111036,-2.88890382512768,56.3150186675449,9.31555689906261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5154466581873,32.4543775426025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.8005043730653,31.6118799634031,16.3315685545224,7.07806661092852,0,0,0,0,0,0,36.6206489247718,23.3737793493118,0,0,0,0,0,0,1.01624830538362,0,1.01237192065463,-0.0128629567262808,1.00542420298696,-0.0387012771390199,1.00360190372554,-0.0459278954689803,1.0013127495367,-0.0407060072121763,0.998222488846283,-0.0520611723125534,0.989800242992478,-0.0560974439407797,0.986808441724401,-0.0586903591974587,1.01008741180698,-0.0690753210892533,1.01630237145929,-0.0779874941756971,1.01008741180698,-0.0690753210892533,1.03340982362522,-0.076759017997624,1.07663689632152,-0.0575957053202809,1.02181474156215,-0.085451192384431,1.02424784257558,-0.0818267021411435,1.01888369730755,-0.0818021654790398,1.01172528499997,-0.082348542660158,1.00815192615546,-0.0920226543937304,1.00231022430663,-0.0949901709159904,1.00485296140781,-0.091660071224244,1.02377707786981,-0.0787821846595357,1.03003601159418,-0.0771164147784331,1.03992061419118,-0.0649208394518438,1.02846235880388,-0.0671257975127504,1.04835073372503,-0.0382831698566083,1.03076506055757,-0.0449808907659198,1.068780274551,-0.0154643385816549,1.00495554756099,-0.0519857975727514,1.04938625366469,-0.0358923813230603,1.03807927851159,-0.0497245639840905,572.186389005693
0,0,21.4866394179358,12.5751299819256,2.39924690608688,1.19962345304344,7.66602572998582,1.61390015368122,0,0,0,0,22.7429424145696,10.8727224701232,29.682730669426,29.682730669426,0,0,5.77949384239621,1.99292891117111,0,0,11.1587007135004,7.47234422779043,0,0,6.23459820962944,1.60892857022695,8.18553681557291,2.49559049255272,3.53668844670148,1.8188683440179,9.09124047854898,5.85879941950934,3.16963936776635,0.891461072184285,9.49898312269051,3.39963606496292,2.19226703404114,0.697539510831273,17.2054971337855,11.0115181656227,0,0,3.22207336847033,1.61103668423516,8.70064688688598,6.70049817725702,0,0,3.48027231650913,2.287036093706,0,0,0,0,2.37289871958314,0.889837019843679,10.5967624972344,1.8994196929005,41.8647171170117,-4.17414542649461,55.75671396707,5.25516544227738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2811207591156,33.9988052439151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.728604080959,32.5656654824973,16.2042169569745,6.93877944025173,0,0,0,0,0,0,38.2722021669566,28.1660659418555,0,0,0,0,0,0,0.997600567190952,0,0.993804564309066,-0.0129141354639076,0.989013992688758,-0.0397863509002158,0.987684287942675,-0.0472242664887057,0.984118249620191,-0.0414714280233448,0.982818262018418,-0.0535113451708787,0.973430053878089,-0.0574504027617875,0.971278689504338,-0.0603322910117291,0.997124820964902,-0.0702756556393504,1.00461873279499,-0.07905696110905,0.997124820964902,-0.0702756556393504,1.02185711472169,-0.078401414163618,1.06749572087859,-0.0595969872662866,1.01023062826418,-0.0871090988490068,1.0129843398587,-0.0833880071622233,1.00699978096746,-0.0833545445393842,0.999780327186097,-0.0836695031328372,0.996452351747663,-0.0935905833396482,0.990398984049667,-0.0965462270364115,0.993002918488056,-0.0930857598183226,1.01316557935335,-0.0798781238798348,1.01968545111664,-0.078274268445687,1.02977223702215,-0.0661691822270814,1.01994281652907,-0.0680178003575241,1.04521242580161,-0.0382263701941729,1.02800938781638,-0.0447799038966967,1.06877492843023,-0.0147782787255502,0.991189966391712,-0.0537160423345231,1.04940803858458,-0.0352411672703524,1.03791793417019,-0.0492754048369196,573.024483192561
0,0,21.5093920710592,12.5884460508042,2.40578922288263,1.20289461144131,7.65224817647882,1.6109996161008,0,0,0,0,22.7102804921635,10.8571077791484,30.2559780441006,30.2559780441006,0,0,5.80917848675771,2.00316499543369,0,0,11.2669852357191,7.54485618463332,0,0,6.12570977425203,1.58082832883923,8.02391878434068,2.44631670254289,3.50788249547868,1.8040538548176,9.03333095816794,5.82147995081934,3.13982124658397,0.88307472560174,9.50502939814904,3.40179999512703,2.18459626121536,0.695098810386706,17.5380599276104,11.2243583536707,0,0,3.21663082157906,1.60831541078953,8.66907038134153,6.6761806385044,0,0,3.45275403272972,2.26895265007953,0,0,0,0,2.43283482951563,0.912313061068362,10.7528854116028,1.9274039888722,40.4205811040791,-7.68839015894769,54.0847850409723,-4.67858474905167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3063532066003,44.6995911363106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.638045652924,31.6687130557472,17.3711228951223,10.6561943758759,0,0,0,0,0,0,41.3600260395293,32.9210700366994,0,0,0,0,0,0,0.970171056357338,0,0.966603715522758,-0.0128093286209152,0.968285034169593,-0.0414876566220989,0.968394780163767,-0.0492489442990399,0.960811954055504,-0.0421087415193984,0.963918411854077,-0.0552587400871156,0.952530083693279,-0.0589353976454008,0.952185259666108,-0.0622641463353585,0.984489208828046,-0.0705097367768139,0.995264388194471,-0.0784983540978148,0.984489208828046,-0.0705097367768139,1.02189509758724,-0.0812472389248283,1.08083305590051,-0.0635934236054326,1.01049368885753,-0.0894868112860251,1.01335703465186,-0.0855803339449699,1.00304321996434,-0.0846381634411972,0.992012818167789,-0.0836074140857351,0.993367331855589,-0.0947012790626584,0.985265247222967,-0.0971163758163226,0.986810690488471,-0.0933753219750438,1.0045473849964,-0.0792025236872195,1.01139815601434,-0.0775211654407354,1.03353285948726,-0.0684639203439229,1.0172785178125,-0.0678760079928657,1.04454200423554,-0.0348357233710242,1.02748527378693,-0.041397355284201,1.06918787922677,-0.00932048457688857,0.974474559598491,-0.0553299701789589,1.049564437786,-0.0302334214383719,1.03799649129534,-0.0445057305817325,577.935163381663
0,0,21.7656183338028,12.7384033566496,2.44909952590848,1.22454976295424,7.61316800536173,1.6027722116551,0,0,0,0,22.247334636876,10.6357871728924,30.3905281208957,30.3905281208957,0,0,5.81511175408822,2.00521094968559,0,0,11.1351630037057,7.45658236855289,0,0,6.31512683831227,1.62971015182252,8.28724632354145,2.52659948888459,3.54817905961907,1.82477780208981,9.05907946677752,5.83807343414551,3.12798146072669,0.87974478582938,9.36344538255578,3.35112782112523,2.23251268513731,0.710344945270962,17.5626205438805,11.2400771480835,0,0,3.13030061565363,1.56515030782682,8.78772418048072,6.76755770220929,0,0,3.47140894175897,2.28121159029875,0,0,0,0,2.42665390361095,0.909995213854107,10.5442572605184,1.89000837688538,39.3240952886929,-8.14545659297153,52.7853991388771,-6.7855018648517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7177386628362,44.6999934281039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.6116085764109,28.9921254820636,19.0384600209313,16.3206065726539,0,0,0,0,0,0,41.8670436893102,33.3051378706165,0,0,0,0,0,0,0.964343553456104,0,0.960743128014061,-0.0125522177901949,0.964073351777851,-0.040864305484675,0.964539337670369,-0.0484721168056605,0.956069332721794,-0.0412954620183008,0.960138880623421,-0.0542611133397098,0.948545823223675,-0.0578862078122568,0.948363937507471,-0.0613026882416945,0.981674837958247,-0.0682824644048566,0.992955577513256,-0.0756269816555389,0.981674837958247,-0.0682824644048566,1.02232707433435,-0.0788053556871733,1.08123163594634,-0.0604522877462783,1.01195503610232,-0.0874470833615527,1.0161305826442,-0.0840920857365713,1.00224737393648,-0.0820517799115273,0.990130697996368,-0.0808385282143354,0.994494665058217,-0.0926044776772312,0.985400808510256,-0.0947033733977249,0.986315822610648,-0.0908708543270868,1.0021161646975,-0.0759106556960442,1.00894881621525,-0.0740828267550016,1.04285548534643,-0.0685022049448579,1.01908030790556,-0.0659768060977647,1.04507759179004,-0.0317562055924324,1.02795396255297,-0.0384012083739037,1.06893687983198,-0.00549146904699881,0.971138587151624,-0.0541492249346205,1.04967394733714,-0.026164639036386,1.03843977214068,-0.0401649556209544,579.281356289587
0,0,21.5256914645706,12.5979853271911,2.39200803528305,1.19600401764153,7.64897380179851,1.61031027406284,0,0,0,0,22.88654525258,10.9413747040843,30.0660152744763,30.0660152744763,0,0,5.77262406278082,1.99056002164856,0,0,11.1023594678559,7.43461571508205,0,0,6.17991670423837,1.594817213997,8.36267279326109,2.54959536379911,3.51310704022749,1.80674076354557,9.06792443992937,5.84377352795448,3.20030497037704,0.900085772918543,9.52709035359753,3.40969549497175,2.1992209839086,0.699752131243645,17.3871168540053,11.1277547865634,0,0,3.17661342287429,1.58830671143715,8.52837592676893,6.56782973670711,0,0,3.41740791337092,2.24572520021518,0,0,0,0,2.44864318768443,0.91824119538166,10.5442394755772,1.89000518901856,41.354804436705,-5.89669966133322,55.1841973661062,0.367305038521287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1481090162336,37.5750604261115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.7069978268186,33.9931548147215,16.302292419433,7.09993630997745,0,0,0,0,0,0,40.1397472322561,32.2271301233458,0,0,0,0,0,0,0.979210406143442,0,0.975515492676925,-0.0129989535928183,0.973738790295291,-0.0409935275522693,0.973083190100242,-0.0486689098343341,0.967674078936074,-0.0422550382154299,0.968663792174498,-0.0550237447742848,0.958104475444806,-0.0588556742031682,0.956990944703265,-0.0620003509055312,0.986415005267767,-0.071464789135812,0.995713259671213,-0.0800767648091008,0.986415005267767,-0.071464789135812,1.01472358189178,-0.0803714755842143,1.06517563531476,-0.0620882269450757,1.00305779095634,-0.0889561511528482,1.00580857356022,-0.0851578224829668,0.999079482776666,-0.0849006018345148,0.991128019381949,-0.0848448579342715,0.988465964103726,-0.0951995384418695,0.982005420045209,-0.0980267166379894,0.984468273104845,-0.0944596012265218,1.00521791793575,-0.0811134725249352,1.01209265504468,-0.0795602199081277,1.02367064666293,-0.0674040612910423,1.01436851501349,-0.0687120540041503,1.04328685428975,-0.037242457877985,1.02637321737387,-0.0437046610815483,1.06893209127823,-0.0127221737882872,0.978602814622429,-0.0553187055780658,1.0494712619366,-0.03331217960519,1.03816765527402,-0.0472147285112592,576.117446279232
0,0,21.9315797580309,12.8355328537785,2.39437560043362,1.19718780021681,7.71823082741797,1.62489070050905,0,0,0,0,22.6871318733944,10.8460411149123,29.932523288016,29.932523288016,0,0,5.7678248575693,1.98890512329976,0,0,11.2173160163754,7.51159554667993,0,0,6.26515713142934,1.61681474359467,8.20775002442477,2.50236281232463,3.4712590787151,1.78521895476776,9.03838048274935,5.82473408888291,3.24057133715405,0.911410688574578,9.42402957106618,3.37281058332895,2.20095415106272,0.700303593519957,17.6627220231463,11.3041420948137,0,0,3.21077047764212,1.60538523882106,8.76822832102172,6.75254364952247,0,0,3.48290634203025,2.28876702476273,0,0,0,0,2.43064297875008,0.911491117031282,10.6613828803434,1.91100259175967,41.7576739543995,-4.93190395991756,55.6504709121206,3.21137560401818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3040458994525,35.0168363851071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.7654267318452,33.5093039162825,16.2919174527332,6.90135633466017,0,0,0,0,0,0,39.7728855346436,31.0992083590423,0,0,0,0,0,0,0.986537338473225,0,0.982747379397991,-0.0130630048942212,0.97932229386176,-0.0404354031961624,0.97829282867472,-0.0480011016896902,0.973962089083209,-0.0419335382903943,0.973737532007652,-0.0543562187891939,0.963827214225997,-0.0582002750039319,0.962115385364161,-0.0612809629227797,0.989478816502706,-0.0711185309297555,0.997724251172979,-0.0798987890587036,0.989478816502706,-0.0711185309297555,1.01519478058176,-0.0792917290496222,1.06240894317126,-0.0604953713475861,1.00353973264361,-0.0880186690855292,1.00646879459637,-0.0842461030560292,1.00027709437573,-0.0841798834069152,0.992926118651455,-0.0845003863962766,0.989667580658228,-0.0945273223911798,0.98356312379525,-0.0974431897594446,0.986140710043629,-0.0939773040836429,1.00668566245622,-0.0809306056776479,1.01345976045789,-0.0793362237096751,1.02397619805615,-0.0667220812743444,1.01484150857034,-0.0685572671853904,1.04341463898471,-0.0376334184198271,1.02617049488799,-0.0442119828147594,1.06902406762976,-0.013383760562444,0.983129378805935,-0.0546292615110197,1.04944616219239,-0.0340881070649945,1.03794965091479,-0.0481793555541867,578.655646916838
0,0,21.7011640864631,12.7006812856259,2.41413189999859,1.20706594999929,7.61537489797725,1.60323682062679,0,0,0,0,23.2344202174846,11.107683349587,29.9526190311006,29.9526190311006,0,0,5.73243715701249,1.97670246793534,0,0,11.0705017223572,7.41328240336421,0,0,6.21705134189348,1.60440034629509,8.12045974771195,2.47574992308291,3.51495457958641,1.80769092664444,8.90673974271252,5.73989894530362,3.18430952388395,0.895587053592362,9.57337871428165,3.42626185563764,2.19013414254189,0.696860863536056,17.3382881213357,11.0965043976548,0,0,3.21970157827094,1.60985078913547,8.55271658033351,6.58657483772811,0,0,3.43368210802446,2.2564196709875,0,0,0,0,2.40374406910319,0.901404025913696,10.625166804025,1.90451103091014,41.6205819794056,-4.99364574486588,55.4916074944141,2.99011140436551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1943371745524,34.984152368728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.715775341256,33.3082993669568,16.1827157546761,6.81161706954753,0,0,0,0,0,0,39.624481486717,31.3158512744515,0,0,0,0,0,0,0.985383846992373,0,0.981609626602924,-0.0130339384730332,0.978306260639222,-0.0403941565019528,0.977313072772683,-0.0479433000624477,0.972688281645239,-0.0421086387364738,0.972738408421379,-0.0543625829944734,0.962452088223985,-0.0584905955949121,0.961107738547144,-0.0613000741944209,0.988784674616307,-0.0706931853390192,0.997189861651977,-0.0792473104905813,0.988784674616307,-0.0706931853390192,1.0145698840904,-0.0787900281310037,1.06175655421837,-0.0601079906291269,1.0030046898179,-0.0874441236339043,1.00592025416885,-0.0836817144492894,0.999689905812324,-0.0836270945748721,0.992457555671797,-0.0838343822368629,0.989061575690008,-0.0939871156274524,0.982864291806105,-0.0969727919110112,0.985487465522631,-0.0934581996412956,1.00630941883863,-0.0801594411193564,1.01305571805278,-0.0785665217630774,1.02343688524349,-0.0661679466149309,1.01471899257539,-0.0678818205132313,1.04336972389915,-0.0372740540967806,1.02637523155727,-0.0437659898408103,1.06891028210303,-0.0132769301390553,0.982223850319561,-0.054653027557571,1.04945313858068,-0.0338738870499355,1.03797810896516,-0.0479374052892592,575.959961045017
