Pd_bus1,Qd_bus1,Pd_bus2,Qd_bus2,Pd_bus3,Qd_bus3,Pd_bus4,Qd_bus4,Pd_bus5,Qd_bus5,Pd_bus6,Qd_bus6,Pd_bus7,Qd_bus7,Pd_bus8,Qd_bus8,Pd_bus9,Qd_bus9,Pd_bus10,Qd_bus10,Pd_bus11,Qd_bus11,Pd_bus12,Qd_bus12,Pd_bus13,Qd_bus13,Pd_bus14,Qd_bus14,Pd_bus15,Qd_bus15,Pd_bus16,Qd_bus16,Pd_bus17,Qd_bus17,Pd_bus18,Qd_bus18,Pd_bus19,Qd_bus19,Pd_bus20,Qd_bus20,Pd_bus21,Qd_bus21,Pd_bus22,Qd_bus22,Pd_bus23,Qd_bus23,Pd_bus24,Qd_bus24,Pd_bus25,Qd_bus25,Pd_bus26,Qd_bus26,Pd_bus27,Qd_bus27,Pd_bus28,Qd_bus28,Pd_bus29,Qd_bus29,Pd_bus30,Qd_bus30,Pg_bus1,Qg_bus1,Pg_bus2,Qg_bus2,Pg_bus3,Qg_bus3,Pg_bus4,Qg_bus4,Pg_bus5,Qg_bus5,Pg_bus6,Qg_bus6,Pg_bus7,Qg_bus7,Pg_bus8,Qg_bus8,Pg_bus9,Qg_bus9,Pg_bus10,Qg_bus10,Pg_bus11,Qg_bus11,Pg_bus12,Qg_bus12,Pg_bus13,Qg_bus13,Pg_bus14,Qg_bus14,Pg_bus15,Qg_bus15,Pg_bus16,Qg_bus16,Pg_bus17,Qg_bus17,Pg_bus18,Qg_bus18,Pg_bus19,Qg_bus19,Pg_bus20,Qg_bus20,Pg_bus21,Qg_bus21,Pg_bus22,Qg_bus22,Pg_bus23,Qg_bus23,Pg_bus24,Qg_bus24,Pg_bus25,Qg_bus25,Pg_bus26,Qg_bus26,Pg_bus27,Qg_bus27,Pg_bus28,Qg_bus28,Pg_bus29,Qg_bus29,Pg_bus30,Qg_bus30,Objective
0,0,22.6509468910281,13.256544954657,2.5271183756167,1.26355918780835,7.7382082959041,1.62909648334823,0,0,0,0,21.3309098760292,10.1976718266982,31.3860828837189,31.3860828837189,0,0,6.02900218134647,2.07896626942982,0,0,12.2428581967203,8.19834254244662,0,0,6.17161166141343,1.59267397713895,7.75465344442514,2.36422361110522,3.39084147095323,1.7438613279188,9.01637619687894,5.81055354909976,3.20047190232655,0.900132722529342,9.19601976813134,3.29120707491016,2.24365460065759,0.713890100209233,17.1520743849333,10.9773276063573,0,0,3.16441554728591,1.58220777364295,8.68181771768732,6.68599755270173,0,0,3.36976737279554,2.21441855926564,0,0,0,0,2.15398389286984,0.807743959826191,10.8241079586912,1.94017029448238,44.3393961252551,6.90768367363708,0,0,58.3390300121342,17.7961627639476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4079707160089,21.9749456066543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4971175766021,4.59550883231569,22.3025268090088,14.6693799956103,0,0,0,0,0,0,35.7235119223557,35.1620247923255,0,0,0,0,578.236658359618
0,0,21.355946215725,12.4986413336271,2.7074434755525,1.35372173777625,8.19484889978756,1.7252313473237,0,0,0,0,21.8321972060455,10.4373223485042,30.6075309496188,30.6075309496188,0,0,5.42874638332035,1.87198151148977,0,0,10.7171662090431,7.17667380069851,0,0,6.06611713911026,1.56544958428652,8.48247336846631,2.58611992941046,3.41722582931182,1.75743042650322,9.02840919844176,5.81830815010691,3.23480862546196,0.909789925911176,9.35748463375788,3.34899450050282,2.44603961382144,0.778285331670459,18.210355737595,11.6546276720608,0,0,3.54560742122486,1.77280371061243,8.8786560316796,6.83758567956935,0,0,3.26993038991994,2.14881139909025,0,0,0,0,2.31367777817213,0.867629166814548,10.37096154829,1.85894593790103,44.1891522454556,6.39656353690425,0,0,58.1921159133164,18.105212453137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2783125659396,20.9207438505224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4896382483392,4.87832324218532,22.2899858672939,14.8668118494978,0,0,0,0,0,0,35.4074757035567,34.8492883193063,0,0,0,0,575.328201171503
0,0,22.9194537917311,13.4136895463127,2.30759799636757,1.15379899818379,7.32167429376224,1.54140511447626,0,0,0,0,23.4492010171839,11.21036364418,29.4887533165174,29.4887533165174,0,0,6.0248965779028,2.07755054410441,0,0,11.6606450394765,7.80846766036372,0,0,6.50126601428511,1.67774606820261,7.28220445308889,2.22018428447832,3.42010505554681,1.75891117142407,8.11473735616553,5.22949740730668,3.47850925715156,0.978330728573877,9.68037987923853,3.46455700941169,2.18213326858352,0.694315130912937,16.5064905119147,10.5641539276254,0,0,3.10672905555896,1.55336452777948,9.05011626103039,6.96962976424179,0,0,3.73302305315009,2.45312943492721,0,0,0,0,2.5282683674487,0.948100637793261,11.1524961720823,1.99903233273174,44.2982894937061,7.00905828398396,0,0,58.2669812624672,17.0418841729818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3419137990797,21.361326142416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4646779267558,4.53803125672216,22.3030159242992,14.9350340444867,0,0,0,0,0,0,35.644899141688,34.7864948005946,0,0,0,0,577.133351285348
0,0,22.3632302276256,13.0881577829883,2.40918228193004,1.20459114096502,7.64345735479667,1.6091489167993,0,0,0,0,21.9130809610056,10.4759904594281,26.5047392876533,26.5047392876533,0,0,5.63205073893386,1.94208646170133,0,0,11.6043006028646,7.7707370108468,0,0,6.12050469240803,1.57948508191175,8.42023437889605,2.56714462771221,3.24792941615622,1.67036369973749,8.35624579403295,5.38513617837679,3.08197833492858,0.866806406698662,8.72900074627334,3.12406342498204,2.37651471440404,0.756163772764921,18.1479235001921,11.6146710401229,0,0,3.38369831874553,1.69184915937277,8.98345221074442,6.91829078298708,0,0,3.84561983091631,2.52712160317357,0,0,0,0,2.53297082545406,0.949864059545271,10.1182135509813,1.81364205159098,43.5692128347098,6.52730296355338,0,0,57.4392871278318,17.1364720143703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7605872382339,20.235259570648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9956059261211,4.65609756671117,22.0915884293992,14.7762657064595,0,0,0,0,0,0,33.7915818537472,32.7658637808191,0,0,0,0,559.399972394538
0,0,20.6431970896791,12.0815024441901,2.40623453043441,1.20311726521721,7.94012864992909,1.67160603156402,0,0,0,0,22.524712072848,10.7683930523703,28.42365334713,28.42365334713,0,0,5.70746921198106,1.96809283171761,0,0,11.0035035675018,7.36841756752356,0,0,6.3829910481472,1.64722349629605,8.13768407786454,2.48100124325138,3.69344223350739,1.89948457723237,9.46620239274491,6.10044154199116,3.05819683883174,0.860117860921427,9.50491561345253,3.40175927218301,2.17133517020572,0.690879372338184,16.0374856689276,10.2639908281137,0,0,3.32036684235164,1.66018342117582,8.7132344344299,6.71019203571039,0,0,3.41136158254565,2.24175189710143,0,0,0,0,2.27449359791572,0.852935099218396,10.5938124861718,1.89889091733268,43.5514951467039,5.90835064797748,0,0,57.4541533832489,17.2836658390108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7853682632208,20.7323363280892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9784634574275,4.66466066160766,22.071668618424,14.3527153956612,0,0,0,0,0,0,33.8674474695269,33.382661643344,0,0,0,0,559.633655365979
0,0,20.7569603552958,12.1480827885833,2.43894611441315,1.21947305720657,7.87124088239408,1.65710334366191,0,0,0,0,22.3614024608176,10.6903195974961,31.2898902205029,31.2898902205029,0,0,5.85589243378853,2.01927325303053,0,0,11.5449261785955,7.73097735173804,0,0,5.83854887126014,1.50672228935746,7.3295939217034,2.23463229320226,3.54941247739338,1.82541213123088,9.17665479083968,5.91384419854112,2.90910623291983,0.818186128008701,9.53514699074521,3.41257892300355,2.13298130607681,0.678675870115347,17.7002996380522,11.3281917683534,0,0,3.2931541078953,1.64657705394765,8.55535190670765,6.58860434194727,0,0,3.27377016364862,2.15133467896909,0,0,0,0,2.57417414757816,0.965315305341809,11.3744270580141,2.03881239719121,44.1795365955638,6.22367943734232,0,0,58.1835138500618,17.9317832482005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2592586602895,21.210953071287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3920143447826,4.5936209813161,22.2688313247224,14.7142514582957,0,0,0,0,0,0,35.5331383827734,35.8445568492963,0,0,0,0,575.221183758049
0,0,22.0380916690139,12.89786931781,2.6554976295424,1.3277488147712,7.67584002680866,1.6159663214334,0,0,0,0,20.0466731843798,9.58371656621664,31.9626406044787,31.9626406044787,0,0,5.88555877044112,2.02950302429004,0,0,10.8858150185283,7.28960827133589,0,0,6.78563419156137,1.7511314042739,8.64623161770724,2.63604622491074,3.75089529809537,1.9290318675919,9.3053973338876,5.99681161517201,2.84990730363343,0.801536429146901,8.82722691277891,3.15921805299456,2.37256342568655,0.754906544536629,17.8231027194025,11.4067857404176,0,0,2.86150307826815,1.43075153913408,9.14862090240361,7.04548966047175,0,0,3.36704470879485,2.21262938006519,0,0,0,0,2.54326951805476,0.953726069270537,10.3312863025921,1.85183433725707,44.2441805946129,6.60522283338821,0,0,58.2491913332971,18.1407980466885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3322880528243,21.3339284458698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4611503707568,4.53191418951076,22.3017076997321,15.101011557529,0,0,0,0,0,0,35.5556536709862,35.4535015873948,0,0,0,0,576.463859933091
0,0,20.8384573228528,12.1957791705176,2.37004017641527,1.18502008820764,7.85486900899255,1.65365663347212,0,0,0,0,23.2427262628999,11.1116542221758,30.3400763723814,30.3400763723814,0,0,5.6731203139041,1.95624838410486,0,0,10.7217973392793,7.1797750039817,0,0,6.10958352119185,1.57666671514628,9.02336396630543,2.75102559948336,3.57553520113744,1.83884667487068,9.34962219964684,6.02531208421685,3.21152485188521,0.903241364592715,9.64545176798765,3.45205642222716,2.20610491954299,0.701942474400042,16.9455842700266,10.845173932817,0,0,3.09306711437147,1.54653355718573,7.85187963384466,6.04684983296083,0,0,3.09703956685459,2.0351974296473,0,0,0,0,2.65321593842214,0.994955976908302,10.3311973778862,1.851818397923,44.0013977201617,6.25442588298179,0,0,57.9707869102794,17.6278724094694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1456810847392,21.296223757327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2764181159657,4.73297788562241,22.1805620567832,13.9537350742907,0,0,0,0,0,0,34.9686231904528,34.7572789084154,0,0,0,0,570.377802905311
0,0,22.8678987901546,13.3835168034545,2.38187800216809,1.19093900108405,8.20115413708987,1.72655876570313,0,0,0,0,22.2456593669722,10.6349862763157,29.6726164400801,29.6726164400801,0,0,5.64912428784652,1.94797389236087,0,0,11.2965800818768,7.56467416197111,0,0,6.53578565714667,1.68665436313463,8.24875012212386,2.51486284211093,3.36629539357548,1.73123763098168,9.20190241374673,5.930114888859,3.41285668577027,0.959865942872889,9.1301478553309,3.26763186401317,2.21477075531361,0.704699785781604,18.3236101157317,11.7271104740683,0,0,3.26385238821062,1.63192619410531,9.05114160510858,6.97041939703765,0,0,3.42453171015124,2.2504065523851,0,0,0,0,2.56321489375042,0.961205585156409,10.9169144017172,1.95680541162855,44.6102711044828,7.00684178339748,0,0,58.647012147653,17.7614872355469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6002981320643,21.3302855751337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7446511965346,4.7297471387003,22.4129846924442,15.1341395761614,0,0,0,0,0,0,36.3877628124674,35.1551064050131,0,0,0,0,585.078865615602
0,0,21.7158204323154,12.7092589626915,2.48065949999293,1.24032974999647,7.68687448988627,1.61828936629185,0,0,0,0,24.9821010874232,11.9431974496892,29.7730951555029,29.7730951555029,0,0,5.47218578506243,1.88696061553877,0,0,10.5625086117861,7.07310844539249,0,0,6.29525670946738,1.62458237663674,7.81229873855974,2.38179839590236,3.58477289793202,1.84359749036504,8.5436987135626,5.50593917096256,3.13154761941976,0.880747767961808,9.87689357140826,3.53488822555664,2.16067071270945,0.687486135862098,16.7014406066784,10.6889219882742,0,0,3.30850789135472,1.65425394567736,7.97358290166757,6.14057533806583,0,0,3.17841054012228,2.08866978350892,0,0,0,0,2.42872034551595,0.910770129568482,10.7358340201251,1.92434760738091,44.0713871427681,6.73883997796287,0,0,58.0206455136303,17.3401922899536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1660698211002,21.0001971281449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2891085883255,4.69484810555469,22.1950917468559,14.0093938989819,0,0,0,0,0,0,35.0788463042003,34.5983483524746,0,0,0,0,571.432372339117
