Pd_bus1,Qd_bus1,Pd_bus2,Qd_bus2,Pd_bus3,Qd_bus3,Pd_bus4,Qd_bus4,Pd_bus5,Qd_bus5,Pd_bus6,Qd_bus6,Pd_bus7,Qd_bus7,Pd_bus8,Qd_bus8,Pd_bus9,Qd_bus9,Pd_bus10,Qd_bus10,Pd_bus11,Qd_bus11,Pd_bus12,Qd_bus12,Pd_bus13,Qd_bus13,Pd_bus14,Qd_bus14,Pd_bus15,Qd_bus15,Pd_bus16,Qd_bus16,Pd_bus17,Qd_bus17,Pd_bus18,Qd_bus18,Pd_bus19,Qd_bus19,Pd_bus20,Qd_bus20,Pd_bus21,Qd_bus21,Pd_bus22,Qd_bus22,Pd_bus23,Qd_bus23,Pd_bus24,Qd_bus24,Pd_bus25,Qd_bus25,Pd_bus26,Qd_bus26,Pd_bus27,Qd_bus27,Pd_bus28,Qd_bus28,Pd_bus29,Qd_bus29,Pd_bus30,Qd_bus30,Pg_bus1,Qg_bus1,Pg_bus2,Qg_bus2,Pg_bus3,Qg_bus3,Pg_bus4,Qg_bus4,Pg_bus5,Qg_bus5,Pg_bus6,Qg_bus6,Pg_bus7,Qg_bus7,Pg_bus8,Qg_bus8,Pg_bus9,Qg_bus9,Pg_bus10,Qg_bus10,Pg_bus11,Qg_bus11,Pg_bus12,Qg_bus12,Pg_bus13,Qg_bus13,Pg_bus14,Qg_bus14,Pg_bus15,Qg_bus15,Pg_bus16,Qg_bus16,Pg_bus17,Qg_bus17,Pg_bus18,Qg_bus18,Pg_bus19,Qg_bus19,Pg_bus20,Qg_bus20,Pg_bus21,Qg_bus21,Pg_bus22,Qg_bus22,Pg_bus23,Qg_bus23,Pg_bus24,Qg_bus24,Pg_bus25,Qg_bus25,Pg_bus26,Qg_bus26,Pg_bus27,Qg_bus27,Pg_bus28,Qg_bus28,Pg_bus29,Qg_bus29,Pg_bus30,Qg_bus30,Objective
0,0,21.8981893782056,12.8159910185812,2.43342367512334,1.21671183756167,7.63564165918082,1.60750350719596,0,0,0,0,22.5141819752058,10.7633589267431,30.2852165767438,30.2852165767438,0,0,5.85380043626929,2.01855187457562,0,0,11.4165716393441,7.64502565134647,0,0,6.20232233228269,1.60059931155682,8.11893068888503,2.47528374661129,3.48616829419065,1.79288655129805,9.01127523937579,5.80726626537551,3.20809438046531,0.902276544505868,9.44720395362627,3.38110457287677,2.21673092013152,0.705323474587301,17.4384148769867,11.1605855212715,0,0,3.20088310945718,1.60044155472859,8.70436354353746,6.70336043008058,0,0,3.48195347455911,2.28814085471027,0,0,0,0,2.35879677857397,0.884548791965238,10.6528215917382,1.90946802116063,40.275471451312,-7.7751730636743,53.9137024322156,-4.94164568540368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4699427416044,44.6997222975065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.6693244689523,31.2578947843375,17.7974091449345,11.9025532890971,0,0,0,0,0,0,41.4334298779615,32.7847026806177,0,0,0,0,0,0,579.475581764093
0,0,21.639189243145,12.6644102943752,2.4694886951105,1.23474434755525,7.72696977995751,1.62673047999106,0,0,0,0,22.6144394412091,10.8112890311043,30.1295061899238,30.1295061899238,0,0,5.73374927666407,1.97715492298761,0,0,11.1114332418086,7.44069190299684,0,0,6.18122342782205,1.59515443298634,8.26449467369326,2.51966301027234,3.49144516586236,1.79560037101493,9.01368183968835,5.80881718557694,3.21496172509239,0.904207985182235,9.47949692675158,3.3926620579953,2.25720792276429,0.718202520879546,17.650071147519,11.2960455344122,0,0,3.27712148424497,1.63856074212249,8.74373120633592,6.7336780554541,0,0,3.46198607798399,2.27501942267519,0,0,0,0,2.39073555563443,0.896525833362909,10.562192309658,1.89322314984436,41.1594015458969,-6.91278904060717,54.954306478878,-2.17609350367469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2559905140063,42.5194295678867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.7155086169351,33.2568926472138,16.6858431726778,7.86920015616556,0,0,0,0,0,0,40.5695263601731,32.1655026976035,0,0,0,0,0,0,578.155516634206
0,0,21.9518907583462,12.8474199369123,2.38951959927351,1.19475979963676,7.55233485875245,1.58996523342157,0,0,0,0,22.9378402034368,10.9658972902395,29.9057506633035,29.9057506633035,0,0,5.85297931558056,2.01826872951054,0,0,11.3001290078953,7.56705067492989,0,0,6.26825320285702,1.61761372976955,8.02444089061778,2.44647588128591,3.49202101110936,1.7958965199991,8.83094747123311,5.69105503701689,3.26370185143031,0.917916145714775,9.54407597584771,3.41577455977707,2.2044266537167,0.701408480728042,17.3092981023829,11.0779507855251,0,0,3.18934581111179,1.5946729055559,8.77802325220608,6.76008687238859,0,0,3.55460461063002,2.33588302984258,0,0,0,0,2.43365367348974,0.912620127558652,10.7184992344165,1.9212404288105,41.7495319125432,-4.88205233772685,55.6407103097429,3.42614749461601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2838950916443,34.9361289606277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.7484488265475,33.2338705485459,16.2594263569941,6.89071284856065,0,0,0,0,0,0,39.6357608518541,30.9303829445603,0,0,0,0,0,0,577.787148353177
0,0,21.8406460455251,12.7823135842474,2.40983645638601,1.204918228193,7.61669147095933,1.60351399388618,0,0,0,0,22.6306161922011,10.8190226532891,29.3089478575307,29.3089478575307,0,0,5.77441014778677,1.99117591302992,0,0,11.2888601205729,7.55950454502651,0,0,6.19210093848161,1.59796153251138,8.25204687577921,2.51586794993269,3.45758588323124,1.77818702566178,8.87924915880659,5.72218279123091,3.18439566698571,0.895611281339732,9.35380014925467,3.34767584289114,2.24330294288081,0.713778209098439,17.6375847000384,11.2880542080246,0,0,3.24473966374911,1.62236983187455,8.76469044214888,6.74981907613765,0,0,3.57712396618326,2.35068146349186,0,0,0,0,2.43459416509081,0.912972811909054,10.5116427101963,1.88416237258235,42.3843768228766,-2.90735821525807,56.34164216505,9.26126798558333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5389062067976,32.5145437385068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.8108220893679,31.6576268746851,16.3565554874088,7.09000283944182,0,0,0,0,0,0,36.7204879387117,23.4729176318801,0,0,0,0,0,0,572.979055951288
0,0,21.4966394179358,12.5809825164878,2.40924690608688,1.20462345304344,7.67602572998582,1.61600541683912,0,0,0,0,22.7529424145696,10.8775031718776,29.692730669426,29.692730669426,0,0,5.78949384239621,1.99637718703318,0,0,11.1687007135004,7.47904065636185,0,0,6.24459820962944,1.61150921538824,8.19553681557291,2.49863927304052,3.54668844670148,1.82401120116076,9.10124047854898,5.86524386395379,3.17963936776635,0.894273572184285,9.50898312269051,3.40321501233134,2.20226703404114,0.700721329013091,17.2154971337855,11.0179181656227,0,0,3.23207336847033,1.61603668423516,8.71064688688598,6.70819932668231,0,0,3.49027231650913,2.29360752227743,0,0,0,0,2.38289871958314,0.893587019843679,10.6067624972344,1.90121214573069,41.8863478428754,-4.1921122923843,55.7823380094601,5.20266572991303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3042640566098,34.0610462909775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.7388596736975,32.6122055998057,16.2291135967016,6.95047990392921,0,0,0,0,0,0,38.3751824263435,28.2653072702857,0,0,0,0,0,0,573.821909176152
0,0,21.5193920710592,12.5942985853664,2.41578922288263,1.20789461144131,7.66224817647882,1.6131048792587,0,0,0,0,22.7202804921635,10.8618884809027,30.2659780441006,30.2659780441006,0,0,5.81917848675771,2.00661327129576,0,0,11.2769852357191,7.55155261320475,0,0,6.13570977425203,1.58340897400052,8.03391878434068,2.4493654830307,3.51788249547868,1.80919671196046,9.04333095816794,5.82792439526378,3.14982124658397,0.88588722560174,9.51502939814904,3.40537894249545,2.19459626121536,0.698280628568524,17.5480599276104,11.2307583536707,0,0,3.22663082157906,1.61331541078953,8.67907038134153,6.68388178792968,0,0,3.46275403272972,2.27552407865096,0,0,0,0,2.44283482951563,0.916063061068362,10.7628854116028,1.92919644170239,40.3560912625334,-7.70402754082405,54.0072181071199,-4.79940101803585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3697791641983,44.6996606115146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.6458299171757,31.4061735387133,17.5466122952239,11.2107376436952,0,0,0,0,0,0,41.4637248542845,32.9009085352545,0,0,0,0,0,0,578.779747664482
0,0,21.7756183338028,12.7442558912118,2.45909952590848,1.22954976295424,7.62316800536173,1.604877474813,0,0,0,0,22.257334636876,10.6405678746468,30.4005281208957,30.4005281208957,0,0,5.82511175408822,2.00865922554766,0,0,11.1451630037057,7.46327879712432,0,0,6.32512683831227,1.63229079698381,8.29724632354145,2.52964826937239,3.55817905961907,1.82992065923267,9.06907946677752,5.84451787858996,3.13798146072669,0.88255728582938,9.37344538255578,3.35470676849365,2.24251268513731,0.71352676345278,17.5726205438805,11.2464771480835,0,0,3.14030061565363,1.57015030782682,8.79772418048072,6.77525885163458,0,0,3.48140894175897,2.28778301887018,0,0,0,0,2.43665390361095,0.913745213854107,10.5542572605184,1.89180082971557,39.2517882248378,-8.16039403843404,52.6984587420256,-6.89815434093217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7934266793217,44.6999937479848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.6209547732563,28.718343333775,19.2381500666284,16.8598787091728,0,0,0,0,0,0,41.955282606036,33.3169645312139,0,0,0,0,0,0,580.175336575512
0,0,21.5356914645706,12.6038378617533,2.40200803528305,1.20100401764153,7.65897380179851,1.61241553722074,0,0,0,0,22.89654525258,10.9461554058387,30.0760152744763,30.0760152744763,0,0,5.78262406278082,1.99400829751063,0,0,11.1123594678559,7.44131214365348,0,0,6.18991670423837,1.59739785915829,8.37267279326108,2.55264414428692,3.52310704022749,1.81188362068842,9.07792443992937,5.85021797239892,3.21030497037704,0.902898272918543,9.53709035359753,3.41327444234017,2.2092209839086,0.702933949425463,17.3971168540053,11.1341547865634,0,0,3.18661342287429,1.59330671143715,8.53837592676893,6.5755308861324,0,0,3.42740791337092,2.2522966287866,0,0,0,0,2.45864318768443,0.92199119538166,10.5542394755772,1.89179764184875,41.3507364403491,-6.0285765652613,55.1790347450407,0.0448163482674038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1821409614619,38.2758365872412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.7152105974131,33.8934468203328,16.3706103126921,7.20745850026053,0,0,0,0,0,0,40.246793790256,32.204831506794,0,0,0,0,0,0,576.925131340979
0,0,21.9415797580309,12.8413853883407,2.40437560043362,1.20218780021681,7.72823082741797,1.62699596366694,0,0,0,0,22.6971318733945,10.8508218166666,29.942523288016,29.942523288016,0,0,5.7778248575693,1.99235339916183,0,0,11.2273160163754,7.51829197525136,0,0,6.27515713142934,1.61939538875596,8.21775002442477,2.50541159281243,3.4812590787151,1.79036181191062,9.04838048274935,5.83117853332736,3.25057133715405,0.914223188574578,9.43402957106618,3.37638953069737,2.21095415106272,0.703485411701775,17.6727220231463,11.3105420948137,0,0,3.22077047764212,1.61038523882106,8.77822832102172,6.76024479894776,0,0,3.49290634203025,2.29533845333416,0,0,0,0,2.44064297875008,0.915241117031282,10.6713828803434,1.91279504458986,41.7759886838162,-4.97497561060464,55.6721919697001,3.09191657913573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3285501021406,35.1435489522919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.777527561374,33.6116595913149,16.3234508837745,6.92445182769099,0,0,0,0,0,0,39.8736457210351,31.1728917906854,0,0,0,0,0,0,579.457963434185
0,0,21.7111640864631,12.7065338201881,2.42413189999859,1.21206594999929,7.62537489797725,1.60534208378468,0,0,0,0,23.2444202174846,11.1124640513413,29.9626190311006,29.9626190311006,0,0,5.74243715701249,1.98015074379741,0,0,11.0805017223572,7.41997883193564,0,0,6.22705134189348,1.60698099145638,8.13045974771195,2.47879870357072,3.5249545795864,1.81283378378729,8.91673974271252,5.74634338974807,3.19430952388395,0.898399553592362,9.58337871428165,3.42984080300607,2.20013414254189,0.700042681717874,17.3482881213357,11.1029043976548,0,0,3.22970157827094,1.61485078913547,8.56271658033351,6.5942759871534,0,0,3.44368210802446,2.26299109955893,0,0,0,0,2.41374406910319,0.905154025913696,10.635166804025,1.90630348374033,41.6414971753075,-5.01198906636896,55.516414528969,2.93668523389667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2173117493987,35.049792898619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.726047802808,33.3570055272685,16.2077681014009,6.8236454543784,0,0,0,0,0,0,39.7295138108228,31.414214664446,0,0,0,0,0,0,576.761521212653
0,0,22.3353084561664,13.071816469738,2.41152189190336,1.20576094595168,7.59522198987161,1.59899410313086,0,0,0,0,22.7538846016006,10.8779536033968,29.7308854297702,29.7308854297702,0,0,5.84760257080186,2.01641467958685,0,0,11.2931677498803,7.56238911822343,0,0,6.10509238103126,1.57550771123387,8.12879654546589,2.47829162971521,3.49109887979875,1.79542228103935,9.01663724167351,5.81072177796737,3.22321312284486,0.906528690800117,9.59236185659383,3.4330558223599,2.19265170417789,0.697661905874784,17.7598513831923,11.3663048852431,0,0,3.21496692822772,1.60748346411386,8.74849312033532,6.73734527658007,0,0,3.48081570689941,2.28739317881961,0,0,0,0,2.38048231240846,0.892680867153174,10.5499821378279,1.89103453413896,42.0980129489408,-4.17731544313643,56.0377188581622,5.72075101621744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4711123026674,34.105229678238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.8194704383525,32.9293563149487,16.3809282710297,6.96101772160344,0,0,0,0,0,0,38.7683263347084,28.2922882274175,0,0,0,0,0,0,578.604696899443
0,0,21.4685883597116,12.5645655377114,2.46370962652334,1.23185481326167,7.63925523214159,1.60826425939823,0,0,0,0,22.8016742172651,10.9008003933416,29.9897347895428,29.9897347895428,0,0,5.79607540411463,1.99864669107401,0,0,11.2824255800189,7.55519570090554,0,0,6.14694783005573,1.58630911743374,8.20228618120904,2.50069700646617,3.5336158543742,1.81728815367816,9.01087057292992,5.80700548033261,3.24674894875058,0.9131481418361,9.56687658093342,3.42393477633407,2.1840971427154,0.694939999954901,17.0950275230587,10.9408176147576,0,0,3.13785326901637,1.56892663450818,8.736626615998,6.72820670427432,0,0,3.51987995505379,2.31306397046392,0,0,0,0,2.40561374203766,0.902105153264121,10.6315023843844,1.90564665380475,41.4930292037059,-5.35425897778029,55.3419231653006,1.7392808586076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1516606625279,35.8020912393009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.7076369505548,33.8324601703709,16.1975072008757,6.91134633513947,0,0,0,0,0,0,39.826463104971,31.8523848784951,0,0,0,0,0,0,575.593397449768
