Pd_bus1,Qd_bus1,Pd_bus2,Qd_bus2,Pd_bus3,Qd_bus3,Pd_bus4,Qd_bus4,Pd_bus5,Qd_bus5,Pd_bus6,Qd_bus6,Pd_bus7,Qd_bus7,Pd_bus8,Qd_bus8,Pd_bus9,Qd_bus9,Pd_bus10,Qd_bus10,Pg_bus1,Qg_bus1,Pg_bus2,Qg_bus2,Pg_bus3,Qg_bus3,Pg_bus4,Qg_bus4,Pg_bus5,Qg_bus5,Pg_bus6,Qg_bus6,Pg_bus7,Qg_bus7,Pg_bus8,Qg_bus8,Pg_bus9,Qg_bus9,Pg_bus10,Qg_bus10,Objective
0,0,10.096723215763,10.096723215763,10.1075986463473,10.1075986463473,10.0437390252379,10.0437390252379,9.9103905903385,9.9103905903385,9.95767859683136,9.95767859683135,9.88025525228326,9.88025525228326,10.1017388589146,10.1017388589146,10.0276601628618,10.0276601628618,10.0855179935677,10.0855179935677,28.6654707777454,2.80193637706773,0,0,0,0,30.3719630797568,21.9644165437602,0,0,0,0,32.1139668704733,39.5592823520765,0,0,0,0,0,0,237.812245943666
0,0,10.1944389637001,10.1944389637,10.191692224918,10.191692224918,9.99761666497207,9.99761666497207,9.89893986449393,9.89893986449393,9.94190941197328,9.94190941197327,10.0114169326398,10.0114169326398,10.0040449389541,10.0040449389541,9.94389889855397,9.94389889855396,10.0405950915069,10.0405950915069,28.6754705699585,2.93422382489452,0,0,0,0,30.3739078408914,21.9798155206437,0,0,0,0,32.1049989770648,39.3913891535515,0,0,0,0,0,0,237.820511760886
0,0,9.88181451771152,9.88181451771152,9.98150971705369,9.98150971705369,10.0035213144109,10.0035213144109,10.1100383188839,10.1100383188839,9.92986707016888,9.92986707016888,10.0191800015252,10.0191800015252,10.0373804791938,10.0373804791938,9.7966532440582,9.7966532440582,10.0503977280549,10.0503977280549,28.5295784097958,2.65254428261489,0,0,0,0,30.2360560493674,21.9007602188464,0,0,0,0,31.9731584692255,39.335818668617,0,0,0,0,0,0,236.486361699965
0,0,9.97736831481336,9.97736831481336,10.2578695629604,10.2578695629604,10.1639076052073,10.1639076052073,10.0927010895905,10.0927010895905,9.99404127741123,9.99404127741123,9.92422782509171,9.92422782509171,10.0498353966413,10.0498353966413,9.98751911574563,9.98751911574563,9.8785332356277,9.8785332356277,28.7021251487225,2.82886229424807,0,0,0,0,30.413871764034,22.2759958558697,0,0,0,0,32.1369211578111,39.2960857892895,0,0,0,0,0,0,238.137781845843
0,0,9.92199396590055,9.92199396590055,10.1208640472857,10.1208640472857,9.96358617390653,9.96358617390653,10.0764569191381,10.0764569191381,9.95698618817818,9.95698618817818,10.0140909329871,10.0140909329871,10.0255053909137,10.0255053909137,9.97789150184376,9.97789150184376,10.2245814671104,10.2245814671104,28.6784486801289,2.66050227631037,0,0,0,0,30.3970232143793,21.9745957860367,0,0,0,0,32.1556347839164,39.7925190509649,0,0,0,0,0,0,238.070559103867
0,0,10.1296271584361,10.1296271584361,10.2197546382655,10.2197546382655,10.0487715015355,10.0487715015355,10.1145318201494,10.1145318201494,9.87281736566854,9.87281736566854,9.91415928443695,9.91415928443695,9.74310600403594,9.74310600403593,9.92973148181011,9.92973148181011,9.96489840533773,9.96489840533773,28.5901576629477,2.95401744466452,0,0,0,0,30.280605753754,22.127244202129,0,0,0,0,31.9801354301309,38.8835152518145,0,0,0,0,0,0,236.842622936385
0,0,10.1214703955513,10.1214703955513,9.92466499697298,9.92466499697298,9.93412481414796,9.93412481414796,10.0197978000992,10.0197978000992,9.92503770642784,9.92503770642784,10.0660702646653,10.0660702646653,9.97525022110116,9.97525022110116,10.147085769842,10.147085769842,10.0841022682423,10.0841022682423,28.6548862669486,2.73419992503348,0,0,0,0,30.3645933012972,21.8232221529434,0,0,0,0,32.1240411193858,39.7740620157818,0,0,0,0,0,0,237.788342398562
0,0,10.0904723284779,10.0904723284779,10.107762570706,10.107762570706,10.1039567788016,10.1039567788016,9.78370840319241,9.78370840319241,9.95863146031246,9.95863146031246,9.81105274581456,9.81105274581456,10.1778182857197,10.1778182857197,10.0458694482607,10.0458694482607,9.9846666078032,9.9846666078032,28.6204477848938,2.81359033915518,0,0,0,0,30.3218445639626,21.9248522386688,0,0,0,0,32.0564769359196,39.4221264120328,0,0,0,0,0,0,237.320778623794
0,0,9.93991175087487,9.93991175087487,9.94545565972435,9.94545565972435,10.0881876462139,10.0881876462139,10.0415663719644,10.0415663719644,10.1374417446572,10.1374417446572,10.0025490404074,10.0025490404074,9.7796386128002,9.7796386128002,10.1085569728739,10.1085569728739,10.1123577683174,10.1123577683174,28.6377661099486,2.6363671185609,0,0,0,0,30.355128797591,22.0214129089945,0,0,0,0,32.1046306582273,39.6204612289477,0,0,0,0,0,0,237.640307167287
0,0,10.0702055509332,10.0702055509332,10.009318568275,10.009318568275,10.0188045670518,10.0188045670518,9.99850265746526,9.99850265746526,9.87384148720171,9.87384148720171,9.93132289131628,9.93132289131628,9.77631595251022,9.77631595251022,10.0507821702597,10.0507821702597,9.94863818583926,9.94863818583926,28.5000116646664,2.81200538533109,0,0,0,0,30.1907501741142,21.8702632653114,0,0,0,0,31.9069197503659,39.043246761899,0,0,0,0,0,0,236.031034956657
0,0,10.0804108219401,10.0804108219401,9.92353282033665,9.92353282033665,9.98113054593807,9.98113054593807,10.0612766777795,10.0612766777795,9.8602453806607,9.8602453806607,9.86472128756288,9.86472128756288,9.92998645933036,9.92998645933036,9.8455791044786,9.8455791044786,10.1613770130946,10.1613770130946,28.5073176910285,2.76111937409568,0,0,0,0,30.201504334925,21.8272944620734,0,0,0,0,31.9270727183549,39.1921065559508,0,0,0,0,0,0,236.154509456473
0,0,10.0308807575557,10.0308807575557,10.118561449216,10.118561449216,10.0728625771826,10.0728625771826,9.92259002168066,9.92259002168066,10.2017827605236,10.2017827605236,10.0197482039858,10.0197482039858,10.0606976331283,10.0606976331283,10.1124756878784,10.1124756878784,9.91721010395873,9.91721010395873,28.7365784211436,2.77031214858123,0,0,0,0,30.454323232984,22.091937551867,0,0,0,0,32.2062338478927,39.7135850390723,0,0,0,0,0,0,238.604235836016
0,0,9.9116771511225,9.9116771511225,10.0068621086953,10.0068621086953,10.0968759605077,10.0968759605077,9.91851885942935,9.91851885942935,10.0134324163309,10.0134324163309,9.98497474323228,9.98497474323228,9.90424355647533,9.90424355647533,9.9238683925823,9.9238683925823,9.97464455585554,9.97464455585554,28.5094226232508,2.69663547990097,0,0,0,0,30.2107628444235,21.9048232330088,0,0,0,0,31.9384214757823,39.1954412463097,0,0,0,0,0,0,236.22801661327
0,0,9.9731256370539,9.9731256370539,10.0161580868481,10.0161580868481,10.0658035639185,10.0658035639185,9.99236197021086,9.99236197021086,10.1148241334328,10.1148241334328,10.1113783094989,10.1113783094989,9.91512302426984,9.91512302426984,10.0089296028321,10.0089296028321,9.97485015473248,9.97485015473247,28.6445738528658,2.71481385063049,0,0,0,0,30.3578543572154,22.0094508282244,0,0,0,0,32.1037901705958,39.5453046422401,0,0,0,0,0,0,237.667722275431
0,0,9.90506698841586,9.90506698841586,10.0789792764698,10.0789792764698,10.0107435481448,10.0107435481448,9.96430256285484,9.96430256285484,9.95363519002609,9.95363519002608,10.1556720150975,10.1556720150975,9.91217004470933,9.91217004470932,9.8970779982631,9.8970779982631,10.0069457521079,10.0069457521079,28.5545468952552,2.70798010635933,0,0,0,0,30.2594801960462,21.885997886237,0,0,0,0,31.9977424511973,39.3652704106465,0,0,0,0,0,0,236.720615327025
0,0,9.92216224472773,9.92216224472772,10.034121762011,10.034121762011,10.07874760063,10.07874760063,9.95327123486703,9.95327123486703,10.1088950528389,10.1088950528388,9.97064933866821,9.97064933866821,10.0953260147002,10.0953260147002,10.0465243431957,10.0465243431957,10.0258249771685,10.0258249771685,28.6621616030925,2.65167619129375,0,0,0,0,30.3808308119971,21.9976416000225,0,0,0,0,32.1360524061266,39.7148416710815,0,0,0,0,0,0,237.902894699198
0,0,10.0698082461778,10.0698082461778,9.95423629193014,9.95423629193014,9.89017705524521,9.89017705524521,9.79526681017156,9.79526681017156,10.0325214156534,10.0325214156534,10.0470343979644,10.0470343979644,9.82194139557489,9.82194139557489,10.0152941033148,10.0152941033148,9.93998300552437,9.93998300552437,28.4599615245566,2.78315160540926,0,0,0,0,30.1481093364399,21.6324899855264,0,0,0,0,31.8802550194124,39.2055422992641,0,0,0,0,0,0,235.681223093697
0,0,9.83202918061981,9.83202918061981,10.0619713174346,10.0619713174346,9.97444871418567,9.97444871418566,10.2084596259829,10.2084596259829,9.87501152208493,9.87501152208492,9.94648590325271,9.94648590325271,9.93120528597619,9.93120528597619,10.1468117896485,10.1468117896485,10.15423152038,10.15423152038,28.6281802627787,2.57457829599365,0,0,0,0,30.3482352851323,21.9792512300116,0,0,0,0,32.1039709213481,39.7243021851034,0,0,0,0,0,0,237.585833718491
0,0,10.0402388635036,10.0402388635036,10.214581357952,10.214581357952,10.0273263228444,10.0273263228444,10.0166316327342,10.0166316327342,9.80808935263517,9.80808935263516,9.7676029109105,9.7676029109105,10.1401760402986,10.1401760402986,10.2043365739042,10.2043365739042,10.036054748428,10.036054748428,28.6805778800241,2.78273710149512,0,0,0,0,30.3894798505212,22.0209960529391,0,0,0,0,32.130126020641,39.5814344012965,0,0,0,0,0,0,237.969188126765
0,0,9.95210982473719,9.95210982473719,10.1138367264265,10.1138367264265,10.1956884488908,10.1956884488908,10.1163979555384,10.1163979555383,10.1476544560545,10.1476544560545,10.075643851975,10.075643851975,9.78494206477089,9.78494206477089,9.86625829742714,9.86625829742714,10.1577849324423,10.1577849324423,28.7227250212756,2.74012089843716,0,0,0,0,30.4430093378896,22.290706916456,0,0,0,0,32.1782600577088,39.4771178147131,0,0,0,0,0,0,238.432232244472
0,0,9.88036608414416,9.88036608414416,9.79218942391759,9.79218942391759,10.1108323913572,10.1108323913572,9.89500156896101,9.89500156896101,9.92831126216849,9.92831126216849,10.0247668047015,10.0247668047015,10.0655686139473,10.0655686139473,10.1210579317123,10.1210579317123,9.95741250992304,9.95741250992304,28.5122753571155,2.54469384448892,0,0,0,0,30.2234764906779,21.7450672293385,0,0,0,0,31.9791197463391,39.5993752065546,0,0,0,0,0,0,236.41119272773
0,0,9.92967348597722,9.92967348597722,9.97670014701273,9.97670014701272,10.0744392128928,10.0744392128928,10.070344965497,10.070344965497,10.1470697025438,10.1470697025438,10.047958444114,10.047958444114,10.0320050914921,10.0320050914921,9.88357320514244,9.88357320514244,9.96280010824279,9.96280010824279,28.6275598280077,2.68073717483452,0,0,0,0,30.3423807357725,22.0441200773858,0,0,0,0,32.0859686425647,39.4900750619582,0,0,0,0,0,0,237.505951095738
0,0,9.92282095344274,9.92282095344274,10.3077969679347,10.3077969679347,9.97760758748124,9.97760758748124,10.2083814551964,10.2083814551964,10.0474486863643,10.0474486863642,10.0854715999215,10.0854715999215,10.0109530324283,10.0109530324283,10.0385161616816,10.0385161616816,10.0064590177664,10.0064590177664,28.7831344345108,2.76002901112184,0,0,0,0,30.5070552283334,22.2363428706841,0,0,0,0,32.2577722007228,39.7363490761962,0,0,0,0,0,0,239.090186005802
0,0,10.0783080415613,10.0783080415613,9.93691694648217,9.93691694648217,9.81273095030912,9.81273095030912,10.0265064001821,10.0265064001821,9.7740226096312,9.77402260963119,10.1410902093695,10.1410902093695,10.1148195040125,10.1148195040125,10.2126799486851,10.2126799486851,9.95739573167665,9.95739573167664,28.6067281268288,2.70593436480775,0,0,0,0,30.3133257259692,21.6516952698126,0,0,0,0,32.0805947906774,39.8315903600874,0,0,0,0,0,0,237.329440743244
0,0,10.1167187825027,10.1167187825027,9.98656500180674,9.98656500180674,10.1655668781815,10.1655668781815,10.3018848685902,10.3018848685902,10.0585577138615,10.0585577138615,9.96049643569932,9.96049643569932,9.98750776267201,9.98750776267201,10.0895611972393,10.0895611972393,9.9545256164988,9.9545256164988,28.791542337354,2.79126109718958,0,0,0,0,30.5139735346804,22.3322173834914,0,0,0,0,32.2546424153629,39.6124103221871,0,0,0,0,0,0,239.12866554243
0,0,10.0254607289066,10.0254607289066,10.2104326014439,10.2104326014438,10.1150921474667,10.1150921474667,10.0194512492985,10.0194512492985,9.92788308204313,9.92788308204313,10.0526449808326,10.0526449808326,10.1367854286064,10.1367854286064,9.93003112743808,9.93003112743808,10.0143370502851,10.0143370502851,28.7326482769692,2.81329936283596,0,0,0,0,30.4472158356994,22.150679682606,0,0,0,0,32.1882278211582,39.5720757141854,0,0,0,0,0,0,238.509784656063
0,0,10.1212778729991,10.1212778729991,10.0436577426316,10.0436577426316,10.0884233574962,10.0884233574962,9.96414905490103,9.96414905490103,9.96116097722928,9.96116097722928,10.096688859415,10.096688859415,10.0789033535651,10.0789033535651,10.1376790781254,10.1376790781254,10.0679083776825,10.0679083776825,28.7697259653071,2.77310241527579,0,0,0,0,30.4889152365151,22.0349678603341,0,0,0,0,32.2502795429185,39.8975150539854,0,0,0,0,0,0,238.964873789774
0,0,10.0105364453747,10.0105364453747,10.0688829166608,10.0688829166608,10.0302301289174,10.0302301289174,10.0649733387923,10.0649733387923,10.0445850711594,10.0445850711594,10.2005351831073,10.2005351831073,9.9942063437002,9.99420634370019,9.96816898101614,9.96816898101614,9.8935123396767,9.8935123396767,28.6783294422427,2.77327533235009,0,0,0,0,30.3912620470886,22.0462098965722,0,0,0,0,32.1364247902432,39.5434545469699,0,0,0,0,0,0,237.98853629338
0,0,9.89437653781895,9.89437653781895,10.0038009343636,10.0038009343636,10.0375021643443,10.0375021643443,9.91299969233164,9.91299969233164,10.0527273702469,10.0527273702469,9.9063774919028,9.9063774919028,9.96096726213735,9.96096726213735,10.0872407518754,10.0872407518754,9.96515519337223,9.96515519337223,28.5340620799887,2.64786775663017,0,0,0,0,30.2402302306514,21.8609490147852,0,0,0,0,31.9805894762042,39.4072783732813,0,0,0,0,0,0,236.538210102348
0,0,10.0199441294056,10.0199441294056,10.0715674320967,10.0715674320967,9.84070871302703,9.84070871302703,10.0460801132868,10.0460801132868,9.8205203086413,9.8205203086413,9.92150280176932,9.92150280176932,10.0187023142591,10.0187023142591,10.02560028793,10.02560028793,10.0337422679481,10.0337422679481,28.5333160494889,2.7521931649722,0,0,0,0,30.2302048054164,21.753360730096,0,0,0,0,31.9685637108899,39.3856050861049,0,0,0,0,0,0,236.464258593484
0,0,10.2981605788785,10.2981605788785,10.016341216264,10.016341216264,9.99055524983106,9.99055524983106,10.0907421964908,10.0907421964908,9.94486390869453,9.94486390869453,9.98538798315814,9.98538798315814,9.91696180992339,9.91696180992339,9.9178755808517,9.9178755808517,10.0748320186239,10.0748320186239,28.6803079764485,2.94807508702591,0,0,0,0,30.3781338739021,22.022844109175,0,0,0,0,32.1056213819718,39.3408036975123,0,0,0,0,0,0,237.851366616788
0,0,10.084256919536,10.084256919536,9.99876666970442,9.99876666970442,9.84079416295364,9.84079416295364,9.91097139690962,9.91097139690962,9.95599679942499,9.95599679942499,10.0173747129706,10.0173747129706,10.0512910088902,10.0512910088902,10.0966966911514,10.0966966911514,9.93114410989951,9.93114410989951,28.5590632144,2.76894670703236,0,0,0,0,30.2571911822744,21.6888793248323,0,0,0,0,32.0058270568911,39.5267303381234,0,0,0,0,0,0,236.753976417539
0,0,10.0970840640686,10.0970840640686,10.0255216507116,10.0255216507116,10.0542449659027,10.0542449659027,10.0005993701412,10.0005993701412,9.92661630542687,9.92661630542687,9.9837873748515,9.98378737485149,10.0519931616093,10.0519931616093,9.88700963503526,9.88700963503526,9.95337937530935,9.95337937530934,28.5928829467539,2.82886040363557,0,0,0,0,30.2921173937496,21.9586231669895,0,0,0,0,32.019395805719,39.256334564525,0,0,0,0,0,0,237.01693307578
0,0,9.89875039618047,9.89875039618047,10.2337901105139,10.2337901105139,10.0484937265021,10.0484937265021,10.0078905746836,10.0078905746836,9.84400463866541,9.84400463866541,10.0063483409057,10.0063483409057,10.0032449298476,10.0032449298476,9.91361523380906,9.91361523380906,9.98599207605971,9.98599207605971,28.5782982419904,2.76176164633667,0,0,0,0,30.2816726464366,22.0043019328596,0,0,0,0,32.0081505271163,39.2460197389587,0,0,0,0,0,0,236.900653407899
0,0,10.0746656964455,10.0746656964455,10.0759993339341,10.0759993339341,9.90830295170278,9.90830295170278,10.0005929039135,10.0005929039135,10.0774738696406,10.0774738696406,10.0109673032555,10.0109673032555,10.1248404648456,10.1248404648456,10.0698700851931,10.0698700851931,9.89225973961547,9.89225973961547,28.6680831214362,2.79043165034454,0,0,0,0,30.376682044622,21.9187478565312,0,0,0,0,32.1273417284446,39.6331908831537,0,0,0,0,0,0,237.879571557684
0,0,10.0886423294015,10.0886423294015,9.78454146567615,9.78454146567615,10.0406053057448,10.0406053057448,10.2007689483386,10.2007689483386,10.0382284430108,10.0382284430108,9.97271964929913,9.97271964929913,10.0339163910272,10.0339163910272,9.99172392515691,9.9917239251569,10.0302852682872,10.0302852682872,28.647498693547,2.69123104216038,0,0,0,0,30.3615896362534,21.9897397983782,0,0,0,0,32.1113195038113,39.6139292086533,0,0,0,0,0,0,237.713658605481
0,0,9.95935113101882,9.95935113101882,10.1773847949451,10.1773847949451,10.0919856065315,10.0919856065315,9.94019084897835,9.94019084897835,9.9215311392883,9.92153113928829,9.90401705372934,9.90401705372934,9.95894021260365,9.95894021260365,10.0561000237188,10.0561000237188,9.85370044602748,9.85370044602747,28.5563539952128,2.79498659155445,0,0,0,0,30.2550326182737,22.0013775183549,0,0,0,0,31.9737393500925,39.1229537840792,0,0,0,0,0,0,236.633299132365
0,0,10.1395476163898,10.1395476163898,9.88925829389978,9.88925829389978,10.0803338429587,10.0803338429587,9.94331004967836,9.94331004967836,9.86468634543288,9.86468634543288,10.060364652368,10.060364652368,10.0797821557831,10.0797821557831,10.05145788035,10.05145788035,10.0755570895819,10.0755570895819,28.6517273842621,2.7489661589754,0,0,0,0,30.3606385796789,21.8687400580724,0,0,0,0,32.1137642018543,39.6870810755918,0,0,0,0,0,0,237.731934497196
0,0,9.9391777767097,9.9391777767097,9.91918127920305,9.91918127920305,10.0931911063686,10.0931911063686,10.1127247938051,10.1127247938051,10.2051333444812,10.2051333444812,9.99541492324896,9.99541492324896,9.98175332510476,9.98175332510476,10.1029344979014,10.1029344979014,9.93466068710075,9.93466068710075,28.6757053119294,2.63711820719744,0,0,0,0,30.3978310559032,22.08972084736,0,0,0,0,32.151087220887,39.6776773459221,0,0,0,0,0,0,238.049579527938
0,0,10.087497037776,10.0874970377759,9.98332759308594,9.98332759308594,10.1107117289417,10.1107117289417,10.0646531086924,10.0646531086924,9.90463981894926,9.90463981894926,10.138565237896,10.138565237896,10.0116128388523,10.0116128388523,10.0979826292912,10.0979826292912,9.96716728818022,9.96716728818022,28.7082911156561,2.76434441586261,0,0,0,0,30.4233774484218,22.0459840297941,0,0,0,0,32.1732284857259,39.6686358539836,0,0,0,0,0,0,238.30708420651
0,0,9.99667972404446,9.99667972404446,9.72686098706403,9.72686098706403,10.1962911251876,10.1962911251876,9.90481364851462,9.90481364851462,9.90675079609184,9.90675079609184,10.1783297384642,10.1783297384642,10.1459302967007,10.1459302967007,10.0324509573187,10.0324509573187,10.0288055841354,10.0288055841354,28.6193205762865,2.59056438079712,0,0,0,0,30.337820365119,21.8343176409335,0,0,0,0,32.1039553139628,39.8224196021993,0,0,0,0,0,0,237.524448541845
0,0,9.9386799859102,9.9386799859102,9.9540896969179,9.9540896969179,10.0454415703759,10.0454415703759,10.150871479897,10.150871479897,10.1332613747499,10.1332613747499,10.0565664923368,10.0565664923368,9.79084439222481,9.79084439222481,10.0065589698887,10.0065589698887,9.68665040914411,9.68665040914411,28.5182363849815,2.74336064693357,0,0,0,0,30.2192261441613,22.0288050900342,0,0,0,0,31.9371289236117,39.016829608304,0,0,0,0,0,0,236.278615688409
0,0,9.98663403755452,9.98663403755452,10.1354344672642,10.1354344672642,9.95251246026372,9.95251246026372,9.78187891083293,9.78187891083293,9.87472536835872,9.87472536835872,10.1288361297082,10.1288361297082,10.065946391073,10.065946391073,9.82874144953559,9.82874144953559,9.89234703445748,9.89234703445748,28.4854512617874,2.81117613696754,0,0,0,0,30.1755066217015,21.7188034820085,0,0,0,0,31.9034729714078,39.1579934756876,0,0,0,0,0,0,235.925136131821
0,0,9.89371041881616,9.89371041881616,10.1693947521332,10.1693947521332,10.0464067958416,10.0464067958416,9.879166848685,9.879166848685,9.92149166221363,9.92149166221362,10.173616081421,10.173616081421,9.95085780511408,9.95085780511408,9.94721820747572,9.94721820747572,10.0771614500992,10.0771614500992,28.6093876203525,2.70715118877037,0,0,0,0,30.3191700114108,21.9139302165935,0,0,0,0,32.0652619488362,39.5370905639949,0,0,0,0,0,0,237.306242241997
0,0,10.1754976372827,10.1754976372827,10.0748647347863,10.0748647347863,9.96207455785536,9.96207455785536,9.88435869400476,9.88435869400476,10.0835752226317,10.0835752226317,10.0325208225414,10.0325208225414,9.99338784951177,9.99338784951177,10.1112462433744,10.1112462433744,9.89897135962457,9.89897135962456,28.6674524182669,2.87124097257877,0,0,0,0,30.369741055539,21.9136925604384,0,0,0,0,32.1121322796389,39.5235968220233,0,0,0,0,0,0,237.805312296472
0,0,9.87568639543338,9.87568639543338,9.99955252235061,9.99955252235061,9.83187876425496,9.83187876425496,9.85192148295145,9.85192148295145,9.83991825641152,9.83991825641152,10.0701745362608,10.0701745362608,10.1024233365338,10.1024233365338,10.0279001756866,10.0279001756866,10.1364179272055,10.1364179272055,28.5020493187577,2.5863117026596,0,0,0,0,30.2071525675345,21.5463858949005,0,0,0,0,31.9725782563912,39.7360751870102,0,0,0,0,0,0,236.305253124732
0,0,9.97943344597545,9.97943344597544,10.1272130388744,10.1272130388744,9.93106846833734,9.93106846833733,10.2107324064122,10.2107324064122,9.7028632561747,9.7028632561747,10.1639892721149,10.1639892721149,9.89743546453476,9.89743546453476,10.0543820908862,10.0543820908862,10.0245880479204,10.0245880479204,28.6231679652877,2.75045701639874,0,0,0,0,30.3306787364071,21.9482929281506,0,0,0,0,32.0723689231752,39.4907289466809,0,0,0,0,0,0,237.409884556229
0,0,9.91593334895298,9.91593334895298,10.0305848780286,10.0305848780286,10.0745542437162,10.0745542437162,10.014285623319,10.014285623319,10.0367865649111,10.0367865649111,10.0563168468253,10.0563168468253,9.97677722006241,9.9767772200624,10.058756896229,10.058756896229,10.0326100697216,10.0326100697216,28.6500677436919,2.65533921498982,0,0,0,0,30.36760412067,22.0029812243549,0,0,0,0,32.1197874009278,39.6582501496925,0,0,0,0,0,0,237.768888619153
