Pd_bus1,Qd_bus1,Pd_bus2,Qd_bus2,Pd_bus3,Qd_bus3,Pd_bus4,Qd_bus4,Pd_bus5,Qd_bus5,Pd_bus6,Qd_bus6,Pd_bus7,Qd_bus7,Pd_bus8,Qd_bus8,Pd_bus9,Qd_bus9,Pd_bus10,Qd_bus10,Pg_bus1,Qg_bus1,Pg_bus2,Qg_bus2,Pg_bus3,Qg_bus3,Pg_bus4,Qg_bus4,Pg_bus5,Qg_bus5,Pg_bus6,Qg_bus6,Pg_bus7,Qg_bus7,Pg_bus8,Qg_bus8,Pg_bus9,Qg_bus9,Pg_bus10,Qg_bus10,Objective
0,0,10.086723215763,10.086723215763,10.0975986463473,10.0975986463473,10.0337390252379,10.0337390252379,9.9003905903385,9.9003905903385,9.94767859683136,9.94767859683135,9.87025525228326,9.87025525228326,10.0917388589146,10.0917388589146,10.0176601628618,10.0176601628618,10.0755179935677,10.0755179935677,52.7008615980141,9.31163660622502,0,0,0,0,0,0,0,0,39.6916589025376,59.8900019732103,0,0,0,0,0,0,0,0,287.595490857626
0,0,10.1844389637001,10.1844389637,10.181692224918,10.181692224918,9.98761666497207,9.98761666497207,9.88893986449393,9.88893986449393,9.93190941197328,9.93190941197327,10.0014169326398,10.0014169326398,9.99404493895409,9.99404493895409,9.93389889855397,9.93389889855396,10.0305950915069,10.0305950915069,52.7087339327067,9.47230144897292,0,0,0,0,0,0,0,0,39.6816326185079,59.6943624243948,0,0,0,0,0,0,0,0,287.583904776314
0,0,9.87181451771152,9.87181451771152,9.97150971705369,9.97150971705369,9.99352131441088,9.99352131441088,10.1000383188839,10.1000383188839,9.91986707016888,9.91986707016888,10.0091800015252,10.0091800015252,10.0273804791938,10.0273804791938,9.7866532440582,9.7866532440582,10.0403977280549,10.0403977280549,52.4565311492871,9.1499747276245,0,0,0,0,0,0,0,0,39.5114259568888,59.5753627336282,0,0,0,0,0,0,0,0,285.804250851075
0,0,9.96736831481336,9.96736831481336,10.2478695629604,10.2478695629604,10.1539076052073,10.1539076052073,10.0827010895905,10.0827010895905,9.98404127741123,9.98404127741123,9.91422782509171,9.91422782509171,10.0398353966413,10.0398353966413,9.97751911574563,9.97751911574563,9.86853323562771,9.8685332356277,52.7609055121931,9.49437533468546,0,0,0,0,0,0,0,0,39.7303681638275,59.7769479510934,0,0,0,0,0,0,0,0,288.011874994371
0,0,9.91199396590055,9.91199396590055,10.1108640472857,10.1108640472857,9.95358617390653,9.95358617390653,10.0664569191381,10.0664569191381,9.94698618817818,9.94698618817818,10.0040909329871,10.0040909329871,10.0155053909137,10.0155053909137,9.96789150184376,9.96789150184376,10.2145814671104,10.2145814671104,52.7373475712771,9.14538213355677,0,0,0,0,0,0,0,0,39.7425255455773,60.1810430615079,0,0,0,0,0,0,0,0,287.968352913008
0,0,10.1196271584361,10.1196271584361,10.2097546382655,10.2097546382655,10.0387715015355,10.0387715015355,10.1045318201494,10.1045318201494,9.86281736566854,9.86281736566854,9.90415928443695,9.90415928443695,9.73310600403594,9.73310600403593,9.91973148181011,9.91973148181011,9.95489840533773,9.95489840533773,52.5396747145405,9.60020567108602,0,0,0,0,0,0,0,0,39.5307703580314,59.1753464652348,0,0,0,0,0,0,0,0,286.229692680321
0,0,10.1114703955513,10.1114703955513,9.91466499697298,9.91466499697298,9.92412481414796,9.92412481414796,10.0097978000992,10.0097978000992,9.91503770642784,9.91503770642784,10.0560702646653,10.0560702646653,9.96525022110116,9.96525022110116,10.137085769842,10.137085769842,10.0741022682423,10.0741022682423,52.6899218743748,9.15919419932121,0,0,0,0,0,0,0,0,39.698328907286,60.0575854419719,0,0,0,0,0,0,0,0,287.579778446808
0,0,10.0804723284779,10.0804723284779,10.097762570706,10.097762570706,10.0939567788016,10.0939567788016,9.77370840319241,9.77370840319241,9.94863146031246,9.94863146031246,9.80105274581456,9.80105274581456,10.1678182857197,10.1678182857197,10.0358694482607,10.0358694482607,9.9746666078032,9.9746666078032,52.6158587396841,9.3231971474924,0,0,0,0,0,0,0,0,39.6189794657902,59.6973157896029,0,0,0,0,0,0,0,0,286.928154246558
0,0,9.92991175087487,9.92991175087487,9.93545565972435,9.93545565972435,10.0781876462139,10.0781876462139,10.0315663719644,10.0315663719644,10.1274417446572,10.1274417446572,9.99254904040738,9.99254904040738,9.7696386128002,9.7696386128002,10.0985569728739,10.0985569728739,10.1023577683174,10.1023577683174,52.6577178542351,9.14838136804594,0,0,0,0,0,0,0,0,39.6790344337053,59.9984421879629,0,0,0,0,0,0,0,0,287.362982775941
0,0,10.0602055509332,10.0602055509332,9.99931856827503,9.99931856827503,10.0088045670518,10.0088045670518,9.98850265746526,9.98850265746526,9.86384148720171,9.86384148720171,9.92132289131628,9.92132289131628,9.76631595251022,9.76631595251022,10.0407821702597,10.0407821702597,9.93863818583926,9.93863818583926,52.3868904562375,9.33139316303606,0,0,0,0,0,0,0,0,39.4296897918527,59.1992032389125,0,0,0,0,0,0,0,0,285.161899442109
